Protein.ID;Gene;WJ_c_1002 MaxLFQ Intensity;WJ_c_1062 MaxLFQ Intensity;WJ_c_11 MaxLFQ Intensity;WJ_c_203 MaxLFQ Intensity;WJ_d_1002 MaxLFQ Intensity;WJ_d_1062 MaxLFQ Intensity;WJ_d_11 MaxLFQ Intensity;WJ_d_203 MaxLFQ Intensity
SYEM_HUMAN;EARS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47834.62
TGO1_HUMAN;MIA3;0.0;33161.113;0.0;0.0;23547.8;26221.064;32684.16;25950.97
PREP_HUMAN;PITRM1;51887.29;55727.57;59614.16;61053.66;45848.383;53682.188;48878.977;53724.707
NHLC3_HUMAN;NHLRC3;0.0;0.0;0.0;31230.48;39911.996;40338.74;45839.43;0.0
WDR44_HUMAN;WDR44;0.0;0.0;0.0;0.0;13570.749;0.0;0.0;0.0
DOC11_HUMAN;DOCK11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRC2B_HUMAN;PRRC2B;0.0;0.0;615890.5;0.0;0.0;0.0;0.0;0.0
RRP12_HUMAN;RRP12;34705.43;0.0;0.0;39664.76;27743.193;0.0;0.0;69749.42
COA6_HUMAN;COA6;0.0;0.0;0.0;0.0;35872.246;47667.14;0.0;0.0
TOIP1_HUMAN;TOR1AIP1;44994.996;50005.688;51315.16;56083.434;59415.203;0.0;0.0;65499.074
SYAM_HUMAN;AARS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PCID2_HUMAN;PCID2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HABP4_HUMAN;HABP4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S27A3_HUMAN;SLC27A3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COL12_HUMAN;COLEC12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CYTSB_HUMAN;SPECC1;0.0;0.0;0.0;36117.496;26960.4;45375.92;40199.746;0.0
WIPI3_HUMAN;WDR45B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
WIPI1_HUMAN;WIPI1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EOGT_HUMAN;EOGT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SMAG2_HUMAN;SAMD4B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TBCEL_HUMAN;TBCEL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TTC38_HUMAN;TTC38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COX20_HUMAN;COX20;0.0;0.0;0.0;24734.057;23060.426;30672.408;0.0;0.0
TM201_HUMAN;TMEM201;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SNP47_HUMAN;SNAP47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NU188_HUMAN;NUP188;19306.467;0.0;0.0;22218.416;20838.035;0.0;0.0;0.0
PHYD1_HUMAN;PHYHD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HP1B3_HUMAN;HP1BP3;88805.94;73110.32;72593.43;60603.79;78739.43;55420.367;55581.473;52453.918
CE170_HUMAN;CEP170;43287.68;55247.31;56783.58;48519.867;28421.33;35775.78;40363.83;24724.533
ARH_HUMAN;LDLRAP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ODR4_HUMAN;ODR4;0.0;0.0;0.0;26356.805;31657.312;33826.902;29334.432;33703.67
NOL9_HUMAN;NOL9;25963.498;0.0;0.0;24736.91;24434.242;17860.08;0.0;0.0
HYI_HUMAN;HYI;0.0;45401.355;109001.625;72610.44;82701.22;0.0;0.0;0.0
TPRGL_HUMAN;TPRG1L;0.0;0.0;0.0;32959.5;0.0;0.0;0.0;0.0
C2D1B_HUMAN;CC2D1B;0.0;0.0;0.0;0.0;10691.744;0.0;0.0;0.0
FBP1L_HUMAN;FNBP1L;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYRM_HUMAN;RARS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FKB15_HUMAN;FKBP15;36888.445;33242.91;37590.33;35135.07;35543.723;31137.771;0.0;26219.09
ARMD3_HUMAN;ARMH3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAF17_HUMAN;IBA57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HECD3_HUMAN;HECTD3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GT253_HUMAN;CERCAM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UBR4_HUMAN;UBR4;58545.688;56123.906;53407.707;62504.594;74249.56;56094.805;46789.598;68865.04
STXB5_HUMAN;STXBP5;0.0;0.0;0.0;0.0;19140.578;0.0;0.0;0.0
SKT_HUMAN;KIAA1217;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RM02_HUMAN;MRPL2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
QSPP_HUMAN;C9orf64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25237.715
KPRP_HUMAN;KPRP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACBD5_HUMAN;ACBD5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATD3B_HUMAN;ATAD3B;0.0;60929.215;60120.742;63341.76;51978.562;56985.19;0.0;74243.1
WLS_HUMAN;WLS;0.0;0.0;0.0;27348.633;30628.61;41421.305;28730.611;72749.34
INT11_HUMAN;INTS11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CPTP_HUMAN;CPTP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DCAF8_HUMAN;DCAF8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPD2A_HUMAN;SH3PXD2A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DDI2_HUMAN;DDI2;0.0;0.0;0.0;0.0;30650.213;0.0;0.0;0.0
H37_HUMAN;H3-7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THMS2_HUMAN;THEMIS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NT5D1_HUMAN;NT5DC1;30139.568;32952.758;30911.822;45304.934;34482.953;50271.133;31194.498;89155.95
PXDC1_HUMAN;PXDC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PR14L_HUMAN;PRR14L;188696.27;0.0;0.0;51659.41;120376.59;0.0;0.0;0.0
ANR45_HUMAN;ANKRD45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LYRM7_HUMAN;LYRM7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EMC10_HUMAN;EMC10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VPS53_HUMAN;VPS53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STRP1_HUMAN;STRIP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AB17B_HUMAN;ABHD17B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OBSCN_HUMAN;OBSCN;0.0;224563.42;1986924.8;591265.2;233011.12;554927.8;548632.7;451754.53
MRCKA_HUMAN;CDC42BPA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RPRD2_HUMAN;RPRD2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANGE2_HUMAN;ANGEL2;0.0;146154.83;0.0;105699.19;86314.3;0.0;0.0;0.0
PR38B_HUMAN;PRPF38B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TT39B_HUMAN;TTC39B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BRE1A_HUMAN;RNF20;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAHD1_HUMAN;CACHD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BROX_HUMAN;BROX;30456.125;27684.941;34601.664;23503.44;29031.861;24887.04;22701.691;0.0
FOCAD_HUMAN;FOCAD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GP107_HUMAN;GPR107;0.0;0.0;0.0;0.0;22467.273;0.0;0.0;37836.793
SNX30_HUMAN;SNX30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DAB2P_HUMAN;DAB2IP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LYPL1_HUMAN;LYPLAL1;16124.949;0.0;0.0;21684.78;21762.465;21770.256;0.0;25494.516
SYPL2_HUMAN;SYPL2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ECM29_HUMAN;ECPAS;53216.484;74231.04;60278.945;67506.71;71621.28;60237.934;41374.266;71013.164
MEDAG_HUMAN;MEDAG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TUT7_HUMAN;TUT7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DEN4C_HUMAN;DENND4C;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DMRTA_HUMAN;DMRTA1;684367.06;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NAA35_HUMAN;NAA35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MBNL2_HUMAN;MBNL2;0.0;0.0;0.0;0.0;0.0;0.0;35784.47;0.0
CARL1_HUMAN;CARMIL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FHI2A_HUMAN;FHIP2A;0.0;0.0;0.0;18435.604;20941.574;0.0;0.0;21221.2
ZDH20_HUMAN;ZDHHC20;0.0;88963.516;0.0;0.0;0.0;66410.45;0.0;0.0
SPRY7_HUMAN;SPRYD7;0.0;25174.031;26116.838;25973.133;21984.494;0.0;23350.984;26291.451
MIC13_HUMAN;MICOS13;0.0;0.0;0.0;37335.207;32621.305;33616.13;0.0;35022.32
CD276_HUMAN;CD276;38377.85;51893.09;46105.465;34529.594;37405.18;57569.867;30308.639;0.0
RN213_HUMAN;RNF213;28346.842;0.0;73022.26;0.0;0.0;0.0;0.0;0.0
TNS2_HUMAN;TNS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KANK2_HUMAN;KANK2;0.0;0.0;0.0;0.0;50098.004;74382.34;0.0;30398.734
WAC2A_HUMAN;WASHC2A;34046.266;38734.188;36198.64;42280.645;37433.703;30026.428;40247.6;34591.0
LPCT4_HUMAN;LPCAT4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STEA3_HUMAN;STEAP3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
F91A1_HUMAN;FAM91A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TBC9B_HUMAN;TBC1D9B;0.0;0.0;0.0;69028.54;43716.973;0.0;0.0;47795.77
MAP1S_HUMAN;MAP1S;0.0;60860.582;51381.02;44607.4;28114.457;63663.9;57597.688;55408.785
A16L1_HUMAN;ATG16L1;0.0;0.0;0.0;0.0;7726.3896;0.0;0.0;0.0
STEA4_HUMAN;STEAP4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GL8D1_HUMAN;GLT8D1;49156.598;60085.492;0.0;0.0;41825.574;32903.797;0.0;53195.156
TENS3_HUMAN;TNS3;0.0;0.0;0.0;26953.016;22757.006;22888.89;0.0;22801.162
MBLC2_HUMAN;MBLAC2;0.0;0.0;0.0;0.0;25923.215;26586.451;0.0;23590.0
KCD16_HUMAN;KCTD16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
INT3_HUMAN;INTS3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RHG17_HUMAN;ARHGAP17;30946.492;36093.777;32063.277;34459.547;28236.475;0.0;25080.879;30753.492
VIR_HUMAN;VIRMA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CYTSA_HUMAN;SPECC1L;15218.782;0.0;29286.887;0.0;36847.336;0.0;0.0;41804.508
HEAT6_HUMAN;HEATR6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NB5R2_HUMAN;CYB5R2;49445.9;0.0;27473.822;41783.344;37011.957;30105.928;77766.9;0.0
ATLA3_HUMAN;ATL3;97802.36;138638.06;114283.234;121012.87;132536.7;139500.0;136032.66;157453.36
RL7L_HUMAN;RPL7L1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NXN_HUMAN;NXN;37759.69;0.0;31309.236;33533.91;40283.45;47079.957;34940.316;37328.945
H2B2C_HUMAN;H2BC20P;86150.016;0.0;69908.555;70544.79;86060.49;0.0;0.0;0.0
IQEC1_HUMAN;IQSEC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VASN_HUMAN;VASN;74549.62;95820.414;91621.37;87667.15;61381.89;62182.316;0.0;74726.24
SFRP4_HUMAN;SFRP4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CPIN1_HUMAN;CIAPIN1;20062.303;29651.918;29655.252;0.0;20065.29;0.0;0.0;27925.027
SMYD5_HUMAN;SMYD5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22413.588
PTRD1_HUMAN;PTRHD1;29886.648;31332.855;30144.262;26255.854;28586.527;47290.85;38165.496;27397.016
NADE_HUMAN;NADSYN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ELP2_HUMAN;ELP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LTOR1_HUMAN;LAMTOR1;175010.8;162180.53;174380.4;192247.5;220676.62;163024.45;184763.72;180879.73
DRS7B_HUMAN;DHRS7B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TWF2_HUMAN;TWF2;109457.375;94386.61;110791.84;78954.71;85047.46;85346.734;74253.21;68518.414
DESI1_HUMAN;DESI1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SESQ2_HUMAN;PHETA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TNG2_HUMAN;TANGO2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
P4R3A_HUMAN;PPP4R3A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TYW3_HUMAN;TYW3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACD10_HUMAN;ACAD10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K2C80_HUMAN;KRT80;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PDE12_HUMAN;PDE12;0.0;29092.43;26538.486;0.0;0.0;0.0;0.0;59926.746
NAA16_HUMAN;NAA16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SCMC1_HUMAN;SLC25A24;74977.05;68903.94;68808.766;75717.195;74263.69;64008.734;85733.02;66516.34
REEP3_HUMAN;REEP3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RETST_HUMAN;RETSAT;0.0;0.0;28020.336;34689.027;34089.434;58519.94;41944.746;43289.734
RINT1_HUMAN;RINT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23281.223
TM214_HUMAN;TMEM214;0.0;73405.836;42342.89;42022.797;56382.207;42517.93;0.0;41559.723
TECT3_HUMAN;TCTN3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HIBCH_HUMAN;HIBCH;49170.066;42293.438;42439.78;38262.273;51227.7;59185.95;48312.824;0.0
ARMC6_HUMAN;ARMC6;22951.371;26140.066;24404.828;29962.38;0.0;0.0;0.0;28517.396
PPR18_HUMAN;PPP1R18;61421.336;69812.16;85258.16;63644.01;39699.184;41008.805;52881.05;37383.453
STEAL_HUMAN;STEAP1B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MZT2B_HUMAN;MZT2B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAVN1_HUMAN;CAVIN1;285569.6;234495.2;229474.73;219237.17;350086.0;229287.97;254525.39;236826.94
BORG3_HUMAN;CDC42EP5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DHX57_HUMAN;DHX57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ERAP2_HUMAN;ERAP2;59678.223;0.0;0.0;51489.598;55784.188;50300.305;0.0;56752.52
MBOA5_HUMAN;LPCAT3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CDC73_HUMAN;CDC73;0.0;0.0;0.0;25667.416;22421.838;0.0;0.0;24485.365
RM14_HUMAN;MRPL14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S27A4_HUMAN;SLC27A4;0.0;33447.8;0.0;0.0;0.0;0.0;0.0;0.0
C2D1A_HUMAN;CC2D1A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TATD1_HUMAN;TATDN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CH082_HUMAN;C8orf82;0.0;0.0;0.0;22654.236;0.0;0.0;0.0;44302.664
EDC4_HUMAN;EDC4;53845.453;63786.066;49468.12;66774.305;56661.695;50150.11;0.0;73718.21
PRP8_HUMAN;PRPF8;305738.62;159186.31;272133.25;379333.06;286115.8;0.0;352815.38;366643.38
SCYL2_HUMAN;SCYL2;21614.475;19872.002;26259.002;0.0;18893.578;0.0;0.0;0.0
TTC27_HUMAN;TTC27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GOLM2_HUMAN;GOLM2;0.0;0.0;0.0;20251.283;14810.091;24066.145;0.0;20210.32
FDX2_HUMAN;FDX2;32194.238;30207.12;39726.39;0.0;0.0;0.0;0.0;0.0
FAHD1_HUMAN;FAHD1;0.0;0.0;0.0;0.0;0.0;22613.494;0.0;0.0
RL22L_HUMAN;RPL22L1;42263.715;62519.562;31079.113;0.0;28832.83;0.0;0.0;0.0
ANR16_HUMAN;ANKRD16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ALKB5_HUMAN;ALKBH5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PDXD1_HUMAN;PDXDC1;39217.797;55109.16;49616.65;52542.562;58965.027;46892.36;42146.79;61090.098
MEAK7_HUMAN;MEAK7;51304.31;47906.273;54700.457;0.0;0.0;0.0;0.0;0.0
S27A1_HUMAN;SLC27A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PGM2L_HUMAN;PGM2L1;29972.908;29443.389;28813.092;22181.549;45921.105;45221.047;46810.434;43452.445
CTR9_HUMAN;CTR9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19771.281
AAGAB_HUMAN;AAGAB;0.0;39257.914;31453.088;0.0;0.0;0.0;0.0;0.0
VIP1_HUMAN;PPIP5K1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TTC37_HUMAN;TTC37;22152.973;21017.627;24776.426;23750.254;29165.938;24766.15;20286.686;31092.178
ULK3_HUMAN;ULK3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYDM_HUMAN;DARS2;54298.535;0.0;0.0;0.0;0.0;0.0;0.0;62024.594
TMM65_HUMAN;TMEM65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NCEH1_HUMAN;NCEH1;85467.66;92778.49;98045.27;131909.48;52279.195;66936.06;58732.824;82094.516
FOXR1_HUMAN;FOXR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MDEAS_HUMAN;MIDEAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ZC3HE_HUMAN;ZC3H14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CNST_HUMAN;CNST;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OGFD3_HUMAN;OGFOD3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LARP1_HUMAN;LARP1;52765.867;42306.19;51029.09;85925.11;61431.71;54718.92;48560.54;93380.35
TMED8_HUMAN;TMED8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ZNT9_HUMAN;SLC30A9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BL1S3_HUMAN;BLOC1S3;0.0;0.0;0.0;16422.549;0.0;0.0;0.0;0.0
BL1S2_HUMAN;BLOC1S2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATRAP_HUMAN;AGTRAP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
POTEE_HUMAN;POTEE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SARM1_HUMAN;SARM1;0.0;0.0;33675.992;0.0;26617.936;0.0;29615.504;24477.094
S4A10_HUMAN;SLC4A10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1TM_HUMAN;MTHFD1L;91805.89;100139.68;85119.3;66034.83;83680.08;90838.2;72706.414;83479.71
CRTC1_HUMAN;CRTC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSPG4_HUMAN;CSPG4;66334.66;47987.332;60173.336;34737.81;24295.252;0.0;0.0;0.0
MOXD1_HUMAN;MOXD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CP20A_HUMAN;CYP20A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARAID_HUMAN;ATRAID;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PLGT2_HUMAN;POGLUT2;0.0;22848.506;0.0;27029.168;31444.94;18619.285;33057.527;0.0
TM205_HUMAN;TMEM205;0.0;0.0;0.0;26135.256;40234.242;36865.85;40264.914;49224.945
LRSM1_HUMAN;LRSAM1;33711.91;21870.697;27147.695;18193.697;13480.879;0.0;0.0;22401.496
F180A_HUMAN;FAM180A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GAK1B_HUMAN;GASK1B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TX261_HUMAN;TEX261;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TMCO3_HUMAN;TMCO3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LCLT1_HUMAN;LCLAT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAYN_HUMAN;LAYN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MET7B_HUMAN;METTL7B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PXDC2_HUMAN;PLXDC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PI16_HUMAN;PI16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CREL2_HUMAN;CRELD2;47134.55;45940.105;66224.77;73747.02;42216.984;70916.664;64639.87;37083.137
WDR82_HUMAN;WDR82;0.0;0.0;69932.61;0.0;32040.488;25843.773;0.0;0.0
MIC27_HUMAN;APOOL;0.0;0.0;0.0;0.0;0.0;0.0;26409.121;0.0
FAT4_HUMAN;FAT4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PACS1_HUMAN;PACS1;28546.826;21574.736;29788.441;30916.621;31124.371;27083.96;31753.94;29096.65
MPRIP_HUMAN;MPRIP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RFIP1_HUMAN;RAB11FIP1;0.0;0.0;0.0;0.0;495962.16;692064.9;0.0;0.0
RBMS3_HUMAN;RBMS3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PNCB_HUMAN;NAPRT;0.0;0.0;0.0;0.0;0.0;0.0;19284.842;0.0
DNMBP_HUMAN;DNMBP;0.0;21473.61;27069.447;37640.004;28812.057;19943.074;0.0;38616.668
HACD2_HUMAN;HACD2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
B3GLT_HUMAN;B3GLCT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GGYF2_HUMAN;GIGYF2;22889.035;28295.463;26424.244;28071.158;24795.37;19430.541;17213.465;21076.863
CD109_HUMAN;CD109;112677.32;0.0;72685.6;76695.68;87002.41;56181.75;61744.375;70625.69
THADA_HUMAN;THADA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HSDL2_HUMAN;HSDL2;62071.742;65636.734;90806.83;70019.17;57873.664;82830.49;68803.484;60836.61
KAT3_HUMAN;KYAT3;0.0;0.0;38072.605;0.0;41293.254;25034.008;55013.15;57125.535
CERS6_HUMAN;CERS6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPR21_HUMAN;PPP1R21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THSD4_HUMAN;THSD4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYNE3_HUMAN;SYNE3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NFXL1_HUMAN;NFXL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
QSOX2_HUMAN;QSOX2;43145.156;30192.799;46626.65;0.0;0.0;56144.83;0.0;0.0
RIPR1_HUMAN;RIPOR1;0.0;89674.914;0.0;0.0;0.0;0.0;0.0;0.0
MFSD6_HUMAN;MFSD6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UBR3_HUMAN;UBR3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BGIN_HUMAN;BARGIN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TM1L2_HUMAN;TOM1L2;30096.242;47441.54;24320.87;39745.273;36101.09;30367.494;0.0;47289.465
SYDE1_HUMAN;SYDE1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANKS3_HUMAN;ANKS3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STXB4_HUMAN;STXBP4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TMTC3_HUMAN;TMTC3;0.0;91625.5;0.0;139937.38;116820.58;178536.62;161990.75;104774.27
VP13C_HUMAN;VPS13C;0.0;0.0;0.0;30246.623;34599.24;41371.758;0.0;25799.346
ACD11_HUMAN;ACAD11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RAPH1_HUMAN;RAPH1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UBP53_HUMAN;USP53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CHSS3_HUMAN;CHSY3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IKIP_HUMAN;IKBIP;91601.38;95640.68;86202.055;139555.53;119432.6;149995.66;114735.59;118403.14
UB2R2_HUMAN;UBE2R2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
H32_HUMAN;H3C15;158712.88;0.0;132849.95;251921.58;318588.8;0.0;80524.6;297068.44
LARP4_HUMAN;LARP4;0.0;22250.97;0.0;39041.117;38141.82;25028.178;0.0;0.0
RS27L_HUMAN;RPS27L;137982.9;137914.33;125651.625;123496.07;127558.07;120185.63;100260.24;92874.07
MTSS2_HUMAN;MTSS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PDZD4_HUMAN;PDZD4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CCD80_HUMAN;CCDC80;134896.67;0.0;0.0;66610.07;82500.26;0.0;0.0;0.0
BT2A1_HUMAN;BTN2A1;0.0;0.0;0.0;12088.6;0.0;0.0;0.0;10579.243
SPT6H_HUMAN;SUPT6H;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SND1_HUMAN;SND1;283799.9;311226.75;306956.75;330672.9;300730.8;258822.45;228874.31;316329.16
TM10C_HUMAN;TRMT10C;0.0;21187.584;20292.297;0.0;0.0;23506.793;19058.953;0.0
5MP2_HUMAN;BZW1;98257.64;114850.08;100391.625;117206.3;92380.33;101552.76;72185.38;127858.6
CHST9_HUMAN;CHST9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DHX30_HUMAN;DHX30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
