Protein.ID;Gene;PDLSCs_c_12 MaxLFQ Intensity;PDLSCs_c_16 MaxLFQ Intensity;PDLSCs_c_38 MaxLFQ Intensity;PDLSCs_d_12 MaxLFQ Intensity;PDLSCs_d_16 MaxLFQ Intensity;PDLSCs_d_38 MaxLFQ Intensity
SKIV2_HUMAN;SKIV2L;44802.9;53790.23;45918.355;0.0;0.0;47042.746
MARE2_HUMAN;MAPRE2;0.0;0.0;0.0;0.0;0.0;0.0
BGH3_HUMAN;TGFBI;60648.42;52817.5;78487.16;36993.312;0.0;64770.707
NHRF2_HUMAN;SLC9A3R2;0.0;0.0;0.0;0.0;0.0;0.0
TRADD_HUMAN;TRADD;0.0;0.0;0.0;0.0;0.0;0.0
TRAM1_HUMAN;TRAM1;24115.86;60479.44;0.0;0.0;0.0;0.0
TSN_HUMAN;TSN;79013.836;66264.83;90082.82;49210.297;60544.926;68685.27
TRIPB_HUMAN;TRIP11;0.0;0.0;0.0;0.0;0.0;0.0
PCH2_HUMAN;TRIP13;0.0;21445.52;29561.406;0.0;19830.639;0.0
TRIP4_HUMAN;TRIP4;0.0;15250.583;0.0;0.0;0.0;0.0
IKBB_HUMAN;NFKBIB;0.0;0.0;0.0;0.0;0.0;0.0
TRIP6_HUMAN;TRIP6;27083.207;24933.58;33254.18;0.0;25361.37;29359.635
MARE1_HUMAN;MAPRE1;130329.08;143756.45;142683.0;137092.11;155178.36;133356.23
T22D1_HUMAN;TSC22D1;41345.715;0.0;0.0;0.0;0.0;0.0
ELAV1_HUMAN;ELAVL1;41650.508;54240.562;47786.133;43343.633;76691.88;42410.508
NSDHL_HUMAN;NSDHL;59119.824;56273.75;69967.92;55128.56;44387.81;40201.797
NAB2_HUMAN;NAB2;0.0;0.0;0.0;0.0;0.0;0.0
MYLK_HUMAN;MYLK;83351.555;64199.992;75500.87;0.0;0.0;0.0
TAB1_HUMAN;TAB1;0.0;0.0;0.0;0.0;0.0;0.0
HERC1_HUMAN;HERC1;0.0;892430.94;0.0;0.0;0.0;0.0
AAAT_HUMAN;SLC1A5;114929.52;93634.74;221391.22;0.0;44609.824;0.0
MLF2_HUMAN;MLF2;0.0;0.0;0.0;0.0;0.0;0.0
TOM34_HUMAN;TOMM34;102244.35;91941.88;97856.79;77933.8;90182.41;85963.62
MSMO1_HUMAN;MSMO1;0.0;0.0;0.0;0.0;0.0;0.0
ITSN1_HUMAN;ITSN1;0.0;32879.934;0.0;0.0;0.0;0.0
TBCE_HUMAN;TBCE;29247.893;34248.47;39895.906;0.0;0.0;26254.547
TBCC_HUMAN;TBCC;0.0;0.0;0.0;0.0;0.0;0.0
NPTX1_HUMAN;NPTX1;0.0;0.0;0.0;0.0;0.0;0.0
UB2V2_HUMAN;UBE2V2;150772.06;126534.42;136476.66;128905.38;60555.78;89714.6
STXB2_HUMAN;STXBP2;0.0;0.0;0.0;0.0;0.0;0.0
VAMP3_HUMAN;VAMP3;206933.48;201557.81;171962.89;247735.62;144383.48;122471.55
NEDD8_HUMAN;NEDD8;241844.89;302143.66;222524.95;531315.0;392348.3;296286.16
ADIRF_HUMAN;ADIRF;233774.86;147917.7;91508.164;185114.55;160370.38;0.0
VAS1_HUMAN;ATP6AP1;0.0;0.0;0.0;0.0;0.0;0.0
RB11B_HUMAN;RAB11B;109116.34;132526.19;138207.92;95724.96;116279.18;179727.23
ZYX_HUMAN;ZYX;112475.375;152958.48;118659.9;133972.34;154657.98;169040.31
HSPB2_HUMAN;HSPB2;0.0;0.0;0.0;0.0;0.0;0.0
ETFD_HUMAN;ETFDH;42111.94;0.0;0.0;49891.082;53690.277;0.0
SEPT7_HUMAN;SEPTIN7;246287.7;251249.84;200135.36;302720.25;236647.27;255325.16
ADRM1_HUMAN;ADRM1;57770.766;62143.707;47950.945;38637.04;52089.55;89932.49
CCDC6_HUMAN;CCDC6;0.0;0.0;0.0;0.0;0.0;0.0
UAP1_HUMAN;UAP1;222874.83;300929.44;330965.56;145441.55;127976.484;210948.66
IBP7_HUMAN;IGFBP7;0.0;99694.94;39624.227;67129.74;0.0;49464.57
AINX_HUMAN;INA;0.0;0.0;0.0;0.0;0.0;0.0
LAMA4_HUMAN;LAMA4;0.0;0.0;27045.812;0.0;0.0;0.0
PROL4_HUMAN;PRR4;0.0;0.0;0.0;0.0;0.0;0.0
PSMD5_HUMAN;PSMD5;94101.98;66106.29;61322.742;0.0;62345.52;69017.74
PKN1_HUMAN;PKN1;37116.02;0.0;0.0;0.0;0.0;0.0
PKN2_HUMAN;PKN2;0.0;214389.27;450236.9;0.0;0.0;0.0
CSRP2_HUMAN;CSRP2;78441.12;119561.53;79781.086;98553.27;53517.168;52607.418
2A5E_HUMAN;PPP2R5E;0.0;24148.234;0.0;0.0;16938.049;26460.791
MK14_HUMAN;MAPK14;50800.96;55394.7;49836.04;24096.193;41005.438;69022.61
CDC37_HUMAN;CDC37;170146.2;159567.55;143157.66;135046.66;127836.65;163278.62
SYPL1_HUMAN;SYPL1;0.0;0.0;0.0;0.0;26289.684;0.0
RBBP7_HUMAN;RBBP7;82676.46;120683.7;125913.11;72186.54;78546.16;104645.87
SGCB_HUMAN;SGCB;22777.088;38653.56;0.0;0.0;0.0;0.0
CALRL_HUMAN;CALCRL;0.0;0.0;0.0;0.0;0.0;0.0
ECM1_HUMAN;ECM1;48052.94;33272.105;37885.395;27474.762;0.0;36485.06
CTF1_HUMAN;CTF1;0.0;0.0;0.0;0.0;0.0;0.0
SRSF7_HUMAN;SRSF7;83757.53;85766.28;87351.195;104249.47;0.0;0.0
CPSF6_HUMAN;CPSF6;47792.883;45748.695;38784.812;39068.617;53725.848;47688.28
SMN_HUMAN;SMN1;0.0;0.0;0.0;0.0;0.0;0.0
DREB_HUMAN;DBN1;43852.87;48400.402;55591.453;42061.89;40668.73;52824.25
MAPK3_HUMAN;MAPKAPK3;0.0;0.0;0.0;0.0;0.0;0.0
PTGIS_HUMAN;PTGIS;86025.89;0.0;0.0;89678.86;71065.97;33826.215
FSCN1_HUMAN;FSCN1;316349.94;252382.22;265900.47;234344.86;213688.73;239295.89
IF16_HUMAN;IFI16;99389.15;89090.22;89640.016;113584.37;117206.1;122580.81
CP1B1_HUMAN;CYP1B1;0.0;43485.14;0.0;0.0;0.0;0.0
H31T_HUMAN;H3-4;0.0;0.0;0.0;0.0;0.0;0.0
DECR_HUMAN;DECR1;103132.16;52280.65;81166.47;62393.32;68619.43;71030.914
MA2A1_HUMAN;MAN2A1;34210.008;17081.832;22391.238;0.0;20829.805;21001.828
NDUA5_HUMAN;NDUFA5;80872.516;75234.89;85694.664;131292.48;137585.1;88960.234
KYNU_HUMAN;KYNU;0.0;0.0;0.0;0.0;0.0;0.0
CEGT_HUMAN;UGCG;0.0;0.0;0.0;0.0;0.0;0.0
CLPP_HUMAN;CLPP;0.0;0.0;0.0;0.0;0.0;0.0
THTR_HUMAN;TST;96584.62;0.0;0.0;82696.73;76289.336;0.0
KGUA_HUMAN;GUK1;58827.586;44648.613;49015.703;66468.83;47586.98;54589.152
GLO2_HUMAN;HAGH;25034.385;30951.84;0.0;32707.113;46480.027;33098.105
H2A2C_HUMAN;H2AC20;4313313.5;4236314.0;3072077.8;4277268.5;4514857.5;2702142.8
NDUA9_HUMAN;NDUFA9;83382.78;94295.086;93763.61;96512.125;78871.734;112710.06
MAON_HUMAN;ME3;0.0;24882.97;0.0;0.0;25720.2;23118.262
RTN1_HUMAN;RTN1;0.0;0.0;0.0;0.0;0.0;0.0
PCKGM_HUMAN;PCK2;73761.02;78831.13;74794.72;66171.41;56704.76;61723.75
UPP1_HUMAN;UPP1;0.0;23155.76;0.0;0.0;23928.48;0.0
DDR2_HUMAN;DDR2;59040.45;73028.06;65993.266;0.0;63840.336;84459.0
HCDH_HUMAN;HADH;229756.64;272116.22;167682.22;420235.97;345835.44;320642.28
CP51A_HUMAN;CYP51A1;43416.145;29344.05;36716.258;52549.082;64683.78;48481.13
UGPA_HUMAN;UGP2;156495.58;152160.3;169392.86;171812.6;143393.38;176689.28
VATF_HUMAN;ATP6V1F;36307.66;62388.04;35555.645;89948.88;94827.98;64492.117
TRXR1_HUMAN;TXNRD1;243793.94;252390.14;220882.88;262835.66;176247.78;230209.4
TPD53_HUMAN;TPD52L1;0.0;0.0;0.0;0.0;0.0;0.0
MIC60_HUMAN;IMMT;93948.84;102261.6;95829.305;139159.94;114294.98;96943.945
TATD3_HUMAN;TATDN3;0.0;0.0;0.0;0.0;0.0;0.0
HNRL2_HUMAN;HNRNPUL2;111683.59;126559.13;125184.1;0.0;78940.0;134827.86
T132A_HUMAN;TMEM132A;0.0;0.0;0.0;0.0;0.0;0.0
PDS5A_HUMAN;PDS5A;0.0;24849.709;0.0;0.0;0.0;0.0
WASC4_HUMAN;WASHC4;61807.98;62352.285;58049.69;54201.95;68345.97;69084.7
RSPO1_HUMAN;RSPO1;0.0;45508.875;0.0;0.0;0.0;0.0
ERC6L_HUMAN;ERCC6L;0.0;0.0;0.0;0.0;0.0;0.0
TSR1_HUMAN;TSR1;169282.48;225770.16;264822.2;0.0;0.0;0.0
IAH1_HUMAN;IAH1;84617.26;57613.816;126584.375;45430.805;44848.75;109712.22
ALG11_HUMAN;ALG11;0.0;0.0;0.0;0.0;0.0;0.0
QRIC1_HUMAN;QRICH1;0.0;0.0;0.0;0.0;0.0;0.0
SMU1_HUMAN;SMU1;50397.363;41989.703;43437.527;0.0;34514.863;34332.426
AP5B1_HUMAN;AP5B1;0.0;0.0;0.0;0.0;0.0;0.0
HFE_HUMAN;HFE;0.0;0.0;0.0;0.0;0.0;0.0
LRRF1_HUMAN;LRRFIP1;36941.367;39778.176;28731.402;61016.027;40554.367;35097.68
P3H1_HUMAN;P3H1;146467.16;154038.03;135533.56;142984.88;115633.64;116771.62
EMAL3_HUMAN;EML3;0.0;0.0;0.0;0.0;0.0;0.0
MA7D1_HUMAN;MAP7D1;79417.72;76855.664;90132.0;73102.34;0.0;54899.918
UAP1L_HUMAN;UAP1L1;111302.36;82108.96;82009.38;75630.64;72786.33;63435.543
TKFC_HUMAN;TKFC;50412.85;28070.967;61698.21;0.0;25742.85;36394.93
LSM12_HUMAN;LSM12;36741.027;0.0;36189.867;0.0;0.0;0.0
HSDL1_HUMAN;HSDL1;0.0;0.0;0.0;0.0;0.0;0.0
AL1L2_HUMAN;ALDH1L2;94280.11;91687.59;71773.45;96111.64;112116.74;94005.53
RABL6_HUMAN;RABL6;32108.732;36055.61;41614.86;49447.27;24869.705;0.0
TIM50_HUMAN;TIMM50;0.0;0.0;0.0;0.0;0.0;0.0
PAR14_HUMAN;PARP14;0.0;0.0;0.0;0.0;0.0;0.0
FUT11_HUMAN;FUT11;0.0;0.0;0.0;0.0;0.0;0.0
GLYR1_HUMAN;GLYR1;0.0;32473.621;30300.06;40017.586;36157.254;0.0
VP26B_HUMAN;VPS26B;29486.62;0.0;0.0;0.0;0.0;0.0
LARP7_HUMAN;LARP7;0.0;0.0;0.0;0.0;0.0;0.0
NAKD2_HUMAN;NADK2;0.0;15702.495;0.0;0.0;0.0;0.0
KCD21_HUMAN;KCTD21;0.0;0.0;0.0;0.0;0.0;0.0
GXLT1_HUMAN;GXYLT1;0.0;0.0;0.0;0.0;0.0;0.0
ACSF3_HUMAN;ACSF3;0.0;0.0;0.0;0.0;0.0;0.0
PPCEL_HUMAN;PREPL;0.0;38671.18;43232.395;0.0;0.0;31231.35
ANO6_HUMAN;ANO6;0.0;21015.578;0.0;34568.484;37281.89;31515.91
RM51_HUMAN;MRPL51;0.0;0.0;0.0;0.0;0.0;0.0
CBWD6_HUMAN;CBWD6;0.0;0.0;0.0;0.0;0.0;0.0
TM119_HUMAN;TMEM119;310651.4;173151.31;223689.16;228038.36;0.0;41854.465
MIX23_HUMAN;MIX23;45739.17;0.0;0.0;0.0;0.0;0.0
PAP1L_HUMAN;PABPC1L;0.0;40593.105;0.0;137383.33;0.0;0.0
MBRL_HUMAN;TMEM259;0.0;0.0;0.0;0.0;0.0;0.0
FA98B_HUMAN;FAM98B;0.0;0.0;0.0;0.0;0.0;0.0
PDCD4_HUMAN;PDCD4;72016.23;0.0;0.0;0.0;28279.406;0.0
FND3B_HUMAN;FNDC3B;0.0;0.0;0.0;0.0;0.0;0.0
QORX_HUMAN;TP53I3;47712.15;41754.547;75015.59;61890.777;54047.0;45568.43
HIKES_HUMAN;HIKESHI;0.0;0.0;0.0;0.0;0.0;0.0
ORML2_HUMAN;ORMDL2;0.0;0.0;0.0;0.0;0.0;0.0
PDLI3_HUMAN;PDLIM3;0.0;0.0;0.0;0.0;0.0;0.0
PAR10_HUMAN;PARP10;0.0;0.0;0.0;0.0;0.0;0.0
DHB12_HUMAN;HSD17B12;97607.305;77117.16;88121.11;49202.19;72127.82;83707.27
SNUT2_HUMAN;USP39;0.0;29812.096;0.0;0.0;0.0;0.0
KLH22_HUMAN;KLHL22;0.0;0.0;0.0;0.0;0.0;0.0
AGK_HUMAN;AGK;0.0;22848.133;0.0;0.0;0.0;23064.43
LACB2_HUMAN;LACTB2;36200.145;35674.31;46937.43;0.0;0.0;43126.89
P5CR3_HUMAN;PYCR3;0.0;0.0;0.0;0.0;0.0;0.0
CCD92_HUMAN;CCDC92;0.0;0.0;0.0;0.0;0.0;0.0
EIPR1_HUMAN;EIPR1;0.0;35147.992;0.0;0.0;0.0;26603.848
BOLA3_HUMAN;BOLA3;0.0;0.0;0.0;0.0;0.0;0.0
COBL1_HUMAN;COBLL1;0.0;0.0;0.0;0.0;0.0;0.0
H1BP3_HUMAN;HS1BP3;57040.3;56623.69;40392.0;89360.2;65128.17;55022.69
CYBR1_HUMAN;CYBRD1;0.0;0.0;0.0;0.0;0.0;0.0
WDR81_HUMAN;WDR81;0.0;0.0;0.0;0.0;0.0;0.0
ACTBL_HUMAN;ACTBL2;0.0;423600.62;0.0;0.0;0.0;0.0
CCD93_HUMAN;CCDC93;0.0;0.0;0.0;47337.043;0.0;0.0
LARGN_HUMAN;PRR16;0.0;0.0;0.0;0.0;0.0;0.0
OCAD2_HUMAN;OCIAD2;0.0;0.0;0.0;0.0;0.0;0.0
HS904_HUMAN;HSP90AA4P;0.0;0.0;0.0;0.0;0.0;0.0
TM41B_HUMAN;TMEM41B;0.0;0.0;0.0;0.0;0.0;0.0
ZN326_HUMAN;ZNF326;0.0;0.0;0.0;0.0;25990.553;0.0
FILA2_HUMAN;FLG2;0.0;0.0;0.0;0.0;0.0;13681.845
IGS11_HUMAN;IGSF11;0.0;0.0;0.0;0.0;0.0;0.0
MEST_HUMAN;MEST;0.0;0.0;0.0;0.0;0.0;0.0
RIPL1_HUMAN;RILPL1;0.0;55483.836;0.0;80339.13;107161.91;51421.773
TP8L3_HUMAN;TNFAIP8L3;0.0;0.0;0.0;0.0;0.0;0.0
HERC4_HUMAN;HERC4;41297.445;57805.33;46597.086;0.0;44554.36;43413.184
TCAL5_HUMAN;TCEAL5;47238.527;32638.598;0.0;35519.03;34686.965;0.0
PP6R3_HUMAN;PPP6R3;0.0;0.0;0.0;0.0;0.0;0.0
RABL3_HUMAN;RABL3;0.0;0.0;0.0;0.0;0.0;0.0
SH319_HUMAN;SH3D19;0.0;0.0;0.0;43945.836;23930.438;34232.883
EMC4_HUMAN;EMC4;0.0;0.0;0.0;0.0;0.0;0.0
NOMO2_HUMAN;NOMO2;69323.555;57499.984;71050.64;61582.78;65240.734;55452.934
SYEM_HUMAN;EARS2;0.0;0.0;0.0;0.0;0.0;0.0
TGO1_HUMAN;MIA3;0.0;25674.68;48168.18;0.0;24854.533;22120.06
PREP_HUMAN;PITRM1;44446.41;45360.67;49499.81;67650.67;62921.395;54148.01
NHLC3_HUMAN;NHLRC3;0.0;36891.824;0.0;0.0;0.0;0.0
WDR44_HUMAN;WDR44;0.0;0.0;0.0;0.0;0.0;20742.74
DOC11_HUMAN;DOCK11;0.0;20152.402;0.0;0.0;0.0;0.0
PRC2B_HUMAN;PRRC2B;0.0;0.0;0.0;0.0;0.0;0.0
RRP12_HUMAN;RRP12;0.0;56336.633;32491.273;0.0;0.0;47376.387
COA6_HUMAN;COA6;48765.074;38094.66;0.0;0.0;0.0;39601.984
TOIP1_HUMAN;TOR1AIP1;0.0;0.0;0.0;79901.12;53499.715;0.0
SYAM_HUMAN;AARS2;0.0;0.0;0.0;0.0;0.0;0.0
PCID2_HUMAN;PCID2;0.0;26103.332;0.0;0.0;0.0;23323.475
HABP4_HUMAN;HABP4;0.0;0.0;0.0;0.0;0.0;54774.73
S27A3_HUMAN;SLC27A3;0.0;0.0;0.0;0.0;0.0;0.0
COL12_HUMAN;COLEC12;25056.938;42161.312;24383.352;0.0;0.0;0.0
CYTSB_HUMAN;SPECC1;0.0;0.0;0.0;0.0;0.0;0.0
WIPI3_HUMAN;WDR45B;0.0;0.0;0.0;0.0;0.0;0.0
WIPI1_HUMAN;WIPI1;33062.277;35353.312;0.0;0.0;26332.701;42064.895
EOGT_HUMAN;EOGT;0.0;0.0;0.0;0.0;0.0;0.0
SMAG2_HUMAN;SAMD4B;18262.934;15847.674;23822.443;0.0;0.0;0.0
TBCEL_HUMAN;TBCEL;0.0;0.0;0.0;0.0;0.0;0.0
TTC38_HUMAN;TTC38;0.0;0.0;0.0;0.0;0.0;0.0
COX20_HUMAN;COX20;0.0;27398.494;0.0;0.0;51186.652;32300.25
TM201_HUMAN;TMEM201;0.0;0.0;0.0;0.0;0.0;0.0
SNP47_HUMAN;SNAP47;0.0;0.0;0.0;0.0;0.0;0.0
NU188_HUMAN;NUP188;0.0;0.0;0.0;0.0;0.0;0.0
PHYD1_HUMAN;PHYHD1;0.0;0.0;0.0;0.0;0.0;14918.503
HP1B3_HUMAN;HP1BP3;127474.76;97916.625;97043.2;171797.28;125809.68;95040.25
CE170_HUMAN;CEP170;24761.178;26869.45;0.0;0.0;45174.1;26796.32
ARH_HUMAN;LDLRAP1;0.0;0.0;0.0;0.0;0.0;0.0
ODR4_HUMAN;ODR4;0.0;20064.826;0.0;0.0;0.0;23714.66
NOL9_HUMAN;NOL9;0.0;0.0;0.0;0.0;0.0;0.0
HYI_HUMAN;HYI;0.0;0.0;46121.65;0.0;0.0;0.0
TPRGL_HUMAN;TPRG1L;23329.523;14430.576;41470.57;0.0;34299.617;41404.04
C2D1B_HUMAN;CC2D1B;0.0;0.0;0.0;0.0;0.0;0.0
FBP1L_HUMAN;FNBP1L;0.0;0.0;0.0;0.0;0.0;0.0
SYRM_HUMAN;RARS2;0.0;0.0;0.0;0.0;0.0;0.0
FKB15_HUMAN;FKBP15;43587.297;42344.46;39563.023;0.0;42258.195;41444.953
ARMD3_HUMAN;ARMH3;0.0;0.0;0.0;0.0;0.0;16871.236
CAF17_HUMAN;IBA57;0.0;0.0;0.0;0.0;0.0;0.0
HECD3_HUMAN;HECTD3;0.0;0.0;0.0;0.0;0.0;0.0
GT253_HUMAN;CERCAM;0.0;0.0;0.0;0.0;0.0;0.0
UBR4_HUMAN;UBR4;41338.164;59566.36;57432.438;62457.668;44227.598;48469.85
STXB5_HUMAN;STXBP5;0.0;0.0;0.0;0.0;0.0;23980.863
SKT_HUMAN;KIAA1217;0.0;0.0;0.0;0.0;0.0;0.0
RM02_HUMAN;MRPL2;0.0;0.0;0.0;0.0;0.0;0.0
QSPP_HUMAN;C9orf64;22847.402;22823.355;31292.305;0.0;29457.666;28024.596
KPRP_HUMAN;KPRP;0.0;0.0;0.0;0.0;0.0;0.0
ACBD5_HUMAN;ACBD5;0.0;0.0;0.0;0.0;0.0;0.0
ATD3B_HUMAN;ATAD3B;0.0;70371.53;55445.74;0.0;0.0;0.0
WLS_HUMAN;WLS;23416.898;24956.178;27097.941;0.0;0.0;26281.162
INT11_HUMAN;INTS11;0.0;0.0;0.0;0.0;0.0;0.0
CPTP_HUMAN;CPTP;0.0;0.0;0.0;0.0;0.0;0.0
DCAF8_HUMAN;DCAF8;0.0;0.0;0.0;0.0;0.0;0.0
SPD2A_HUMAN;SH3PXD2A;0.0;0.0;0.0;0.0;0.0;0.0
DDI2_HUMAN;DDI2;0.0;0.0;0.0;0.0;0.0;0.0
H37_HUMAN;H3-7;0.0;0.0;0.0;0.0;0.0;0.0
THMS2_HUMAN;THEMIS2;0.0;0.0;0.0;0.0;0.0;0.0
NT5D1_HUMAN;NT5DC1;0.0;61384.87;26731.137;0.0;0.0;36805.992
PXDC1_HUMAN;PXDC1;0.0;0.0;0.0;0.0;0.0;0.0
PR14L_HUMAN;PRR14L;144688.92;93486.45;0.0;0.0;0.0;0.0
ANR45_HUMAN;ANKRD45;0.0;0.0;0.0;0.0;0.0;0.0
LYRM7_HUMAN;LYRM7;0.0;0.0;0.0;0.0;0.0;0.0
EMC10_HUMAN;EMC10;0.0;0.0;0.0;0.0;0.0;0.0
VPS53_HUMAN;VPS53;0.0;0.0;0.0;0.0;0.0;0.0
STRP1_HUMAN;STRIP1;0.0;0.0;0.0;0.0;0.0;0.0
AB17B_HUMAN;ABHD17B;0.0;0.0;0.0;0.0;0.0;0.0
OBSCN_HUMAN;OBSCN;0.0;0.0;1260209.6;0.0;0.0;0.0
MRCKA_HUMAN;CDC42BPA;0.0;0.0;0.0;0.0;0.0;0.0
RPRD2_HUMAN;RPRD2;0.0;0.0;0.0;0.0;0.0;0.0
ANGE2_HUMAN;ANGEL2;0.0;177851.14;0.0;0.0;0.0;0.0
PR38B_HUMAN;PRPF38B;0.0;0.0;0.0;0.0;0.0;0.0
TT39B_HUMAN;TTC39B;0.0;0.0;0.0;0.0;0.0;0.0
BRE1A_HUMAN;RNF20;0.0;0.0;0.0;0.0;0.0;0.0
CAHD1_HUMAN;CACHD1;0.0;0.0;0.0;0.0;0.0;0.0
BROX_HUMAN;BROX;48425.42;35618.254;50760.234;34122.848;33269.152;27477.646
FOCAD_HUMAN;FOCAD;0.0;0.0;0.0;0.0;0.0;0.0
GP107_HUMAN;GPR107;0.0;43056.484;0.0;0.0;0.0;0.0
SNX30_HUMAN;SNX30;0.0;0.0;0.0;0.0;0.0;0.0
DAB2P_HUMAN;DAB2IP;0.0;0.0;0.0;0.0;0.0;0.0
LYPL1_HUMAN;LYPLAL1;0.0;0.0;0.0;18189.84;0.0;0.0
SYPL2_HUMAN;SYPL2;0.0;0.0;0.0;0.0;0.0;0.0
ECM29_HUMAN;ECPAS;60199.504;75645.69;95368.484;63234.43;69020.83;86938.99
MEDAG_HUMAN;MEDAG;0.0;0.0;0.0;0.0;0.0;0.0
TUT7_HUMAN;TUT7;0.0;0.0;0.0;0.0;0.0;0.0
DEN4C_HUMAN;DENND4C;0.0;0.0;0.0;0.0;0.0;0.0
DMRTA_HUMAN;DMRTA1;0.0;0.0;0.0;0.0;0.0;0.0
NAA35_HUMAN;NAA35;0.0;0.0;0.0;0.0;0.0;0.0
MBNL2_HUMAN;MBNL2;0.0;0.0;0.0;0.0;0.0;0.0
CARL1_HUMAN;CARMIL1;0.0;0.0;0.0;0.0;0.0;0.0
FHI2A_HUMAN;FHIP2A;0.0;28627.637;0.0;0.0;20914.234;29155.404
ZDH20_HUMAN;ZDHHC20;0.0;0.0;0.0;0.0;0.0;0.0
SPRY7_HUMAN;SPRYD7;22616.773;0.0;0.0;20089.365;0.0;25599.66
MIC13_HUMAN;MICOS13;0.0;0.0;0.0;0.0;23204.82;42907.54
CD276_HUMAN;CD276;61949.844;57313.293;39503.234;0.0;0.0;33434.21
RN213_HUMAN;RNF213;0.0;48073.332;0.0;0.0;0.0;0.0
TNS2_HUMAN;TNS2;0.0;0.0;0.0;0.0;0.0;0.0
KANK2_HUMAN;KANK2;57557.56;69841.734;90461.25;70185.08;66669.12;94127.79
WAC2A_HUMAN;WASHC2A;48638.043;44483.164;40005.56;52420.6;38473.77;43881.395
LPCT4_HUMAN;LPCAT4;0.0;0.0;0.0;0.0;0.0;0.0
STEA3_HUMAN;STEAP3;0.0;0.0;49208.812;0.0;0.0;0.0
F91A1_HUMAN;FAM91A1;0.0;0.0;0.0;0.0;0.0;0.0
TBC9B_HUMAN;TBC1D9B;0.0;55320.332;0.0;46860.91;0.0;61055.3
MAP1S_HUMAN;MAP1S;53456.395;37557.637;67951.22;66464.234;42369.297;37511.434
A16L1_HUMAN;ATG16L1;0.0;21005.977;0.0;0.0;0.0;0.0
STEA4_HUMAN;STEAP4;0.0;0.0;0.0;0.0;0.0;0.0
GL8D1_HUMAN;GLT8D1;46772.06;47367.266;46575.316;0.0;69814.17;28569.094
TENS3_HUMAN;TNS3;0.0;0.0;0.0;0.0;26820.39;0.0
MBLC2_HUMAN;MBLAC2;0.0;0.0;0.0;0.0;0.0;0.0
KCD16_HUMAN;KCTD16;0.0;0.0;0.0;0.0;0.0;0.0
INT3_HUMAN;INTS3;0.0;18649.068;0.0;0.0;0.0;0.0
RHG17_HUMAN;ARHGAP17;29113.375;30258.105;33798.402;34053.277;31378.867;0.0
VIR_HUMAN;VIRMA;0.0;0.0;0.0;0.0;0.0;0.0
CYTSA_HUMAN;SPECC1L;0.0;31703.684;0.0;0.0;0.0;27366.453
HEAT6_HUMAN;HEATR6;0.0;0.0;0.0;0.0;0.0;0.0
NB5R2_HUMAN;CYB5R2;0.0;0.0;0.0;0.0;0.0;27115.738
ATLA3_HUMAN;ATL3;156357.61;146141.66;155412.08;162496.31;173455.53;179755.81
RL7L_HUMAN;RPL7L1;0.0;16164.141;0.0;0.0;0.0;0.0
NXN_HUMAN;NXN;33128.52;70409.414;57386.305;43772.85;42077.81;46898.516
H2B2C_HUMAN;H2BC20P;198293.2;309378.22;215451.98;182222.39;0.0;110248.02
IQEC1_HUMAN;IQSEC1;0.0;0.0;0.0;0.0;0.0;0.0
VASN_HUMAN;VASN;130356.42;132720.42;118297.836;56809.527;29612.812;65553.64
SFRP4_HUMAN;SFRP4;0.0;0.0;0.0;0.0;0.0;0.0
CPIN1_HUMAN;CIAPIN1;0.0;27853.994;0.0;0.0;33150.586;29200.527
SMYD5_HUMAN;SMYD5;0.0;32099.104;0.0;36856.79;32021.531;32540.066
PTRD1_HUMAN;PTRHD1;0.0;0.0;0.0;0.0;43757.133;23157.986
NADE_HUMAN;NADSYN1;0.0;0.0;0.0;0.0;0.0;0.0
ELP2_HUMAN;ELP2;0.0;30498.395;34095.03;29101.723;33532.215;29839.248
LTOR1_HUMAN;LAMTOR1;208921.64;185141.38;160925.05;0.0;222145.94;201948.14
DRS7B_HUMAN;DHRS7B;0.0;0.0;0.0;0.0;0.0;0.0
TWF2_HUMAN;TWF2;96242.73;79407.62;87286.31;64709.418;65456.664;74033.47
DESI1_HUMAN;DESI1;0.0;0.0;0.0;0.0;0.0;0.0
SESQ2_HUMAN;PHETA2;0.0;0.0;0.0;0.0;0.0;0.0
TNG2_HUMAN;TANGO2;0.0;23456.207;0.0;0.0;0.0;0.0
P4R3A_HUMAN;PPP4R3A;0.0;0.0;0.0;0.0;0.0;0.0
TYW3_HUMAN;TYW3;0.0;0.0;0.0;0.0;0.0;0.0
ACD10_HUMAN;ACAD10;0.0;0.0;0.0;0.0;0.0;0.0
K2C80_HUMAN;KRT80;0.0;0.0;0.0;0.0;0.0;0.0
PDE12_HUMAN;PDE12;0.0;38881.36;15483.676;0.0;38746.254;45575.066
NAA16_HUMAN;NAA16;0.0;0.0;0.0;0.0;0.0;0.0
SCMC1_HUMAN;SLC25A24;53389.258;71704.71;40005.777;80157.984;49884.316;41837.773
REEP3_HUMAN;REEP3;0.0;0.0;0.0;0.0;0.0;0.0
RETST_HUMAN;RETSAT;21358.838;29304.264;32232.809;0.0;0.0;67277.7
RINT1_HUMAN;RINT1;0.0;15609.156;0.0;0.0;0.0;0.0
TM214_HUMAN;TMEM214;0.0;50672.875;52210.76;30835.379;37207.695;37768.54
