Protein.ID;Gene;Ost_c_11 MaxLFQ Intensity;Ost_c_12 MaxLFQ Intensity;Ost_c_20 MaxLFQ Intensity;Ost_c_22 MaxLFQ Intensity;Ost_d_11 MaxLFQ Intensity;Ost_d_12 MaxLFQ Intensity;Ost_d_20 MaxLFQ Intensity;Ost_d_22 MaxLFQ Intensity
CD276_HUMAN;CD276;0.0;45209.84;80706.17;65010.953;63030.844;58384.0;82591.55;61107.223
RN213_HUMAN;RNF213;0.0;118963.16;141404.56;0.0;0.0;0.0;140033.42;0.0
TNS2_HUMAN;TNS2;0.0;0.0;0.0;15752.833;34621.09;38914.832;0.0;28845.938
KANK2_HUMAN;KANK2;73905.88;110154.18;93061.96;66048.766;53827.348;100134.91;65596.516;42878.934
WAC2A_HUMAN;WASHC2A;72038.266;41808.145;41548.95;37098.457;45800.676;46057.746;33185.402;39079.57
LPCT4_HUMAN;LPCAT4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STEA3_HUMAN;STEAP3;0.0;61516.605;0.0;53125.285;50059.64;22316.162;31677.34;0.0
F91A1_HUMAN;FAM91A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TBC9B_HUMAN;TBC1D9B;0.0;0.0;0.0;45820.297;0.0;44092.11;59934.91;41003.22
MAP1S_HUMAN;MAP1S;54017.48;0.0;60079.95;47926.258;49468.492;54972.215;49686.188;73469.49
A16L1_HUMAN;ATG16L1;0.0;0.0;0.0;25049.197;0.0;14844.859;0.0;0.0
STEA4_HUMAN;STEAP4;0.0;0.0;0.0;0.0;75561.42;62749.746;0.0;0.0
GL8D1_HUMAN;GLT8D1;0.0;0.0;0.0;36914.977;0.0;0.0;29579.627;0.0
TENS3_HUMAN;TNS3;0.0;0.0;0.0;13813.31;0.0;0.0;24651.379;23771.621
MBLC2_HUMAN;MBLAC2;23696.133;0.0;0.0;21825.906;0.0;21756.205;0.0;0.0
KCD16_HUMAN;KCTD16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
INT3_HUMAN;INTS3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RHG17_HUMAN;ARHGAP17;0.0;36914.38;32760.963;34336.086;28702.74;34664.676;22822.414;30730.75
VIR_HUMAN;VIRMA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CYTSA_HUMAN;SPECC1L;0.0;0.0;0.0;18724.1;0.0;39602.36;34562.15;0.0
HEAT6_HUMAN;HEATR6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NB5R2_HUMAN;CYB5R2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATLA3_HUMAN;ATL3;141220.72;180387.25;141136.8;195230.81;183971.02;217987.8;286492.34;198799.14
RL7L_HUMAN;RPL7L1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NXN_HUMAN;NXN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
H2B2C_HUMAN;H2BC20P;169662.11;190223.77;114593.82;120349.13;157088.83;289414.0;0.0;105704.95
IQEC1_HUMAN;IQSEC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VASN_HUMAN;VASN;333042.97;154672.64;123550.21;126170.44;175342.53;98197.18;104683.65;67425.086
SFRP4_HUMAN;SFRP4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CPIN1_HUMAN;CIAPIN1;0.0;0.0;0.0;0.0;24007.703;0.0;19784.316;0.0
SMYD5_HUMAN;SMYD5;0.0;0.0;0.0;20365.436;0.0;31489.75;0.0;30526.697
PTRD1_HUMAN;PTRHD1;0.0;0.0;41038.133;21276.117;0.0;22251.297;31505.715;0.0
NADE_HUMAN;NADSYN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ELP2_HUMAN;ELP2;0.0;0.0;0.0;23831.877;0.0;18735.514;22389.258;0.0
LTOR1_HUMAN;LAMTOR1;0.0;179775.73;211176.2;241045.31;213492.53;155284.95;186286.8;0.0
DRS7B_HUMAN;DHRS7B;0.0;0.0;0.0;19389.746;0.0;0.0;22659.135;0.0
TWF2_HUMAN;TWF2;84336.33;95007.08;81760.07;63543.992;79195.734;63993.734;58818.45;46059.35
DESI1_HUMAN;DESI1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SESQ2_HUMAN;PHETA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TNG2_HUMAN;TANGO2;0.0;0.0;35462.45;0.0;0.0;0.0;0.0;0.0
P4R3A_HUMAN;PPP4R3A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TYW3_HUMAN;TYW3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACD10_HUMAN;ACAD10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K2C80_HUMAN;KRT80;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PDE12_HUMAN;PDE12;0.0;0.0;0.0;33239.55;25939.527;44637.254;44444.7;0.0
NAA16_HUMAN;NAA16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SCMC1_HUMAN;SLC25A24;47105.883;46662.22;48155.562;57423.86;65145.312;74870.06;65488.64;66659.016
REEP3_HUMAN;REEP3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RETST_HUMAN;RETSAT;0.0;33092.555;0.0;33760.273;0.0;41178.47;122469.164;37632.098
RINT1_HUMAN;RINT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TM214_HUMAN;TMEM214;0.0;0.0;0.0;43696.16;67175.266;32874.2;45863.402;0.0
TECT3_HUMAN;TCTN3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HIBCH_HUMAN;HIBCH;66030.16;72388.46;0.0;56269.797;49495.176;98773.18;51139.293;22038.996
ARMC6_HUMAN;ARMC6;32834.15;0.0;0.0;27254.291;0.0;27326.414;0.0;29439.363
PPR18_HUMAN;PPP1R18;71487.05;57335.58;80763.445;54137.445;57055.004;48681.426;48702.836;0.0
STEAL_HUMAN;STEAP1B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MZT2B_HUMAN;MZT2B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAVN1_HUMAN;CAVIN1;471931.75;488585.6;516461.4;487996.7;569611.6;559499.9;418387.5;329830.25
BORG3_HUMAN;CDC42EP5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DHX57_HUMAN;DHX57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ERAP2_HUMAN;ERAP2;0.0;53506.164;57333.82;52848.145;0.0;54909.44;75519.99;28539.924
MBOA5_HUMAN;LPCAT3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CDC73_HUMAN;CDC73;0.0;0.0;0.0;22177.52;0.0;0.0;0.0;0.0
RM14_HUMAN;MRPL14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S27A4_HUMAN;SLC27A4;0.0;0.0;0.0;18792.334;30053.844;24102.463;0.0;0.0
C2D1A_HUMAN;CC2D1A;0.0;63364.883;0.0;0.0;0.0;0.0;0.0;0.0
TATD1_HUMAN;TATDN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CH082_HUMAN;C8orf82;0.0;0.0;0.0;0.0;0.0;53730.664;0.0;0.0
EDC4_HUMAN;EDC4;66065.55;73564.46;45443.598;64379.64;68701.66;54136.676;61668.945;42310.867
PRP8_HUMAN;PRPF8;0.0;384655.34;235283.33;354802.34;448868.94;437298.3;374049.28;329529.6
SCYL2_HUMAN;SCYL2;0.0;0.0;0.0;18418.887;0.0;0.0;0.0;0.0
TTC27_HUMAN;TTC27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GOLM2_HUMAN;GOLM2;0.0;0.0;0.0;15585.429;0.0;0.0;16022.635;0.0
FDX2_HUMAN;FDX2;0.0;0.0;0.0;0.0;40549.938;0.0;0.0;0.0
FAHD1_HUMAN;FAHD1;0.0;0.0;0.0;0.0;79107.43;0.0;23315.398;0.0
RL22L_HUMAN;RPL22L1;94504.4;68414.9;65981.81;59422.754;84393.29;49830.984;0.0;39227.938
ANR16_HUMAN;ANKRD16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ALKB5_HUMAN;ALKBH5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PDXD1_HUMAN;PDXDC1;46980.99;43734.14;55345.68;46596.05;44614.812;43814.758;50837.434;51927.402
MEAK7_HUMAN;MEAK7;0.0;0.0;48143.56;33644.418;0.0;32634.176;41284.797;0.0
S27A1_HUMAN;SLC27A1;0.0;0.0;0.0;0.0;0.0;0.0;55299.133;0.0
PGM2L_HUMAN;PGM2L1;0.0;0.0;0.0;13508.049;0.0;0.0;0.0;0.0
CTR9_HUMAN;CTR9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AAGAB_HUMAN;AAGAB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VIP1_HUMAN;PPIP5K1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TTC37_HUMAN;TTC37;0.0;31113.75;23493.588;27946.14;0.0;26174.53;26791.463;33777.023
ULK3_HUMAN;ULK3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYDM_HUMAN;DARS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TMM65_HUMAN;TMEM65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NCEH1_HUMAN;NCEH1;57692.45;115320.54;74524.51;85866.695;44798.57;54192.574;44800.105;0.0
FOXR1_HUMAN;FOXR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MDEAS_HUMAN;MIDEAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ZC3HE_HUMAN;ZC3H14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CNST_HUMAN;CNST;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OGFD3_HUMAN;OGFOD3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LARP1_HUMAN;LARP1;140733.61;73259.85;46030.227;70895.055;55453.91;92902.98;85829.766;58443.16
TMED8_HUMAN;TMED8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ZNT9_HUMAN;SLC30A9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BL1S3_HUMAN;BLOC1S3;0.0;0.0;27820.299;24358.988;36137.332;0.0;0.0;0.0
BL1S2_HUMAN;BLOC1S2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATRAP_HUMAN;AGTRAP;0.0;0.0;0.0;0.0;48844.73;0.0;0.0;0.0
POTEE_HUMAN;POTEE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SARM1_HUMAN;SARM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
S4A10_HUMAN;SLC4A10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1TM_HUMAN;MTHFD1L;109308.6;133604.48;92650.34;73338.26;0.0;0.0;57175.973;69356.18
CRTC1_HUMAN;CRTC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSPG4_HUMAN;CSPG4;80776.05;105342.48;61034.977;64922.273;87486.66;133083.42;67869.1;98188.66
MOXD1_HUMAN;MOXD1;0.0;32675.09;0.0;31165.908;26408.008;36030.46;0.0;24702.258
CP20A_HUMAN;CYP20A1;0.0;0.0;0.0;24206.404;0.0;0.0;33252.625;0.0
ARAID_HUMAN;ATRAID;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PLGT2_HUMAN;POGLUT2;0.0;0.0;0.0;9437.797;0.0;0.0;0.0;0.0
TM205_HUMAN;TMEM205;0.0;35793.48;0.0;34070.645;22638.072;52967.4;0.0;29376.04
LRSM1_HUMAN;LRSAM1;0.0;33573.027;27085.299;21217.95;0.0;31211.89;18979.404;32280.652
F180A_HUMAN;FAM180A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GAK1B_HUMAN;GASK1B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TX261_HUMAN;TEX261;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TMCO3_HUMAN;TMCO3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LCLT1_HUMAN;LCLAT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAYN_HUMAN;LAYN;0.0;0.0;0.0;174046.42;0.0;0.0;0.0;0.0
MET7B_HUMAN;METTL7B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PXDC2_HUMAN;PLXDC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PI16_HUMAN;PI16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CREL2_HUMAN;CRELD2;47483.83;42495.84;43051.31;35892.94;41026.902;30728.123;0.0;0.0
WDR82_HUMAN;WDR82;0.0;0.0;0.0;24994.955;0.0;0.0;0.0;0.0
MIC27_HUMAN;APOOL;0.0;0.0;0.0;0.0;0.0;25856.857;32225.906;0.0
FAT4_HUMAN;FAT4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PACS1_HUMAN;PACS1;0.0;0.0;0.0;18351.133;0.0;0.0;0.0;0.0
MPRIP_HUMAN;MPRIP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RFIP1_HUMAN;RAB11FIP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RBMS3_HUMAN;RBMS3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PNCB_HUMAN;NAPRT;0.0;0.0;0.0;0.0;0.0;21348.389;0.0;19753.115
DNMBP_HUMAN;DNMBP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HACD2_HUMAN;HACD2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
B3GLT_HUMAN;B3GLCT;0.0;0.0;0.0;34423.477;0.0;39222.75;28899.557;0.0
GGYF2_HUMAN;GIGYF2;47751.797;37006.758;36609.094;32800.832;31272.906;36217.61;24419.586;33488.56
CD109_HUMAN;CD109;148609.97;213488.48;160575.78;95172.07;152030.53;128720.555;77234.83;107194.914
THADA_HUMAN;THADA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HSDL2_HUMAN;HSDL2;94991.125;91221.79;97508.64;73209.445;62558.15;64738.08;66677.38;0.0
KAT3_HUMAN;KYAT3;0.0;0.0;0.0;49229.258;0.0;0.0;41559.473;0.0
CERS6_HUMAN;CERS6;0.0;0.0;0.0;0.0;0.0;25430.629;0.0;0.0
PPR21_HUMAN;PPP1R21;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THSD4_HUMAN;THSD4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYNE3_HUMAN;SYNE3;0.0;44149.863;0.0;30871.115;0.0;53481.258;28512.314;0.0
NFXL1_HUMAN;NFXL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
QSOX2_HUMAN;QSOX2;0.0;78131.89;0.0;0.0;0.0;0.0;36791.47;0.0
RIPR1_HUMAN;RIPOR1;0.0;0.0;0.0;0.0;0.0;0.0;56092.062;0.0
MFSD6_HUMAN;MFSD6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UBR3_HUMAN;UBR3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BGIN_HUMAN;BARGIN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TM1L2_HUMAN;TOM1L2;82327.375;35717.38;44816.016;63306.383;0.0;89126.734;72816.45;43968.39
SYDE1_HUMAN;SYDE1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANKS3_HUMAN;ANKS3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STXB4_HUMAN;STXBP4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TMTC3_HUMAN;TMTC3;0.0;0.0;0.0;143513.16;0.0;166972.22;197945.14;111302.24
VP13C_HUMAN;VPS13C;0.0;46950.766;0.0;45838.3;32092.855;34072.8;38081.098;41990.87
ACD11_HUMAN;ACAD11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RAPH1_HUMAN;RAPH1;0.0;0.0;57875.43;39815.34;46728.617;0.0;0.0;39081.535
UBP53_HUMAN;USP53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CHSS3_HUMAN;CHSY3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IKIP_HUMAN;IKBIP;150785.45;72969.38;82629.04;75352.83;102308.86;62593.27;91061.05;69025.22
UB2R2_HUMAN;UBE2R2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
H32_HUMAN;H3C15;1077379.4;670954.44;139020.22;677479.6;0.0;1524252.2;273107.84;331317.88
LARP4_HUMAN;LARP4;0.0;0.0;0.0;30719.47;0.0;44707.848;0.0;35499.16
RS27L_HUMAN;RPS27L;0.0;130111.73;128736.81;113834.0;101874.3;0.0;102380.29;135277.89
MTSS2_HUMAN;MTSS2;27787.469;0.0;0.0;0.0;0.0;35387.13;0.0;26161.877
PDZD4_HUMAN;PDZD4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CCD80_HUMAN;CCDC80;0.0;0.0;0.0;113066.45;0.0;0.0;0.0;0.0
BT2A1_HUMAN;BTN2A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPT6H_HUMAN;SUPT6H;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SND1_HUMAN;SND1;289386.44;282163.94;299453.5;281120.34;297570.97;290201.12;310697.9;319605.9
TM10C_HUMAN;TRMT10C;0.0;0.0;0.0;19228.434;0.0;0.0;0.0;0.0
5MP2_HUMAN;BZW1;160534.27;154649.61;92029.016;127488.69;78462.95;149983.67;115318.914;107794.31
CHST9_HUMAN;CHST9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DHX30_HUMAN;DHX30;0.0;0.0;0.0;55472.38;0.0;0.0;51364.18;0.0
EIF3M_HUMAN;EIF3M;90661.63;99292.69;96837.93;85537.85;92396.66;87192.09;103530.664;72615.516
ARMX2_HUMAN;ARMCX2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CD37L_HUMAN;CDC37L1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RRAGA_HUMAN;RRAGA;43292.38;58875.184;57234.336;80625.95;88663.29;52032.656;78517.875;63548.06
CYFP1_HUMAN;CYFIP1;61336.324;65123.71;46150.87;58729.69;57969.77;55908.598;68888.72;58853.094
NDUF7_HUMAN;NDUFAF7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GET4_HUMAN;GET4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSN6_HUMAN;COPS6;54195.367;43398.996;48150.07;50220.96;51200.01;55821.16;60720.168;42549.547
PCAT2_HUMAN;LPCAT2;0.0;0.0;0.0;32538.496;34651.24;0.0;0.0;0.0
ENOF1_HUMAN;ENOSF1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DHX32_HUMAN;DHX32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TAOK1_HUMAN;TAOK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RFIP2_HUMAN;RAB11FIP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3BP5L_HUMAN;SH3BP5L;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KDM3B_HUMAN;KDM3B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RIR2B_HUMAN;RRM2B;0.0;59910.918;0.0;53001.555;0.0;0.0;0.0;17306.98
HS2ST_HUMAN;HS2ST1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NIPA1_HUMAN;NIPA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MICA3_HUMAN;MICAL3;0.0;0.0;0.0;26342.48;0.0;0.0;0.0;0.0
PHF5A_HUMAN;PHF5A;0.0;0.0;0.0;21130.209;40153.75;0.0;0.0;0.0
S36A1_HUMAN;SLC36A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ERMP1_HUMAN;ERMP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GRIN1_HUMAN;GPRIN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ZCCHV_HUMAN;ZC3HAV1;0.0;63420.4;41568.527;39358.88;47892.297;27241.055;31723.8;0.0
RM21_HUMAN;MRPL21;0.0;101508.305;107784.53;110826.195;0.0;126971.28;0.0;108033.516
PCLI1_HUMAN;PID1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EFL1_HUMAN;EFL1;71855.2;54143.96;31860.756;65685.82;0.0;43396.945;51282.133;39775.03
TPC11_HUMAN;TRAPPC11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NEGR1_HUMAN;NEGR1;0.0;0.0;0.0;0.0;60093.445;37450.83;0.0;0.0
NUP54_HUMAN;NUP54;0.0;0.0;0.0;0.0;25385.309;0.0;0.0;0.0
GLUCM_HUMAN;DGLUCY;0.0;47215.03;0.0;0.0;0.0;0.0;65563.76;0.0
ARMC9_HUMAN;ARMC9;40826.938;45340.12;0.0;43005.26;0.0;28800.363;33850.574;23978.49
VP35L_HUMAN;VPS35L;59217.035;40244.223;0.0;62737.46;0.0;78218.22;97187.05;88597.37
S46A3_HUMAN;SLC46A3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ZFY16_HUMAN;ZFYVE16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MON2_HUMAN;MON2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PEX26_HUMAN;PEX26;0.0;0.0;0.0;222048.45;0.0;0.0;0.0;0.0
NUFP2_HUMAN;NUFIP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SZRD1_HUMAN;SZRD1;0.0;0.0;0.0;63449.49;0.0;0.0;0.0;69921.38
MAVS_HUMAN;MAVS;0.0;0.0;0.0;16601.89;0.0;0.0;0.0;0.0
CLAP1_HUMAN;CLASP1;46157.996;47810.863;33767.22;27736.906;35759.938;37306.203;41114.566;32749.303
DHX29_HUMAN;DHX29;0.0;0.0;0.0;0.0;0.0;26373.184;0.0;0.0
LRP10_HUMAN;LRP10;0.0;0.0;0.0;36700.33;41918.727;0.0;0.0;0.0
COMD6_HUMAN;COMMD6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HDDC2_HUMAN;HDDC2;62276.3;0.0;0.0;0.0;0.0;39124.34;34039.59;0.0
PLGT3_HUMAN;POGLUT3;0.0;52331.934;49015.234;52077.402;40097.773;46575.87;52276.92;67085.33
LIMS2_HUMAN;LIMS2;0.0;35397.387;49984.457;45636.777;40440.562;34794.82;51639.516;43587.266
P4HA3_HUMAN;P4HA3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HEAT3_HUMAN;HEATR3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CF120_HUMAN;C6orf120;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HDGR2_HUMAN;HDGFL2;0.0;34283.562;0.0;0.0;0.0;32934.445;0.0;0.0
DCXR_HUMAN;DCXR;0.0;74375.766;0.0;58191.33;0.0;70704.25;34931.285;48689.156
BRAP_HUMAN;BRAP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GOGA7_HUMAN;GOLGA7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RHG22_HUMAN;ARHGAP22;0.0;0.0;0.0;14453.519;0.0;0.0;0.0;0.0
WAPL_HUMAN;WAPL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PODN_HUMAN;PODN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
I2BP2_HUMAN;IRF2BP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AB1IP_HUMAN;APBB1IP;0.0;0.0;54729.492;0.0;0.0;0.0;0.0;0.0
SRGP1_HUMAN;SRGAP1;122004.42;0.0;0.0;61094.652;0.0;0.0;0.0;0.0
SH3R1_HUMAN;SH3RF1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTAR1_HUMAN;PTAR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARPIN_HUMAN;ARPIN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RABEK_HUMAN;RABEPK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HUWE1_HUMAN;HUWE1;87185.8;104374.984;73933.6;81612.73;65781.87;84785.07;74154.695;87719.87
YTHD3_HUMAN;YTHDF3;0.0;0.0;0.0;21763.582;0.0;28381.422;0.0;0.0
K2C1B_HUMAN;KRT77;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PXK_HUMAN;PXK;0.0;0.0;0.0;25912.955;0.0;0.0;0.0;0.0
UB2Q1_HUMAN;UBE2Q1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RM55_HUMAN;MRPL55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TMED4_HUMAN;TMED4;0.0;0.0;0.0;71645.94;0.0;70633.15;49046.766;0.0
RM10_HUMAN;MRPL10;0.0;0.0;0.0;0.0;0.0;75951.88;0.0;30207.205
COXM1_HUMAN;CMC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CENPV_HUMAN;CENPV;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ZER1_HUMAN;ZER1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GALT5_HUMAN;GALNT5;0.0;2173771.2;0.0;1111625.2;0.0;0.0;795734.6;1766680.4
T179B_HUMAN;TMEM179B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RALYL_HUMAN;RALYL;0.0;0.0;0.0;30917.16;0.0;0.0;0.0;0.0
GALT7_HUMAN;GALNT7;0.0;0.0;0.0;35752.19;0.0;0.0;0.0;0.0
AMGO2_HUMAN;AMIGO2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GLT10_HUMAN;GALNT10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GLRX5_HUMAN;GLRX5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TPC6B_HUMAN;TRAPPC6B;0.0;0.0;0.0;30496.756;0.0;30286.979;31991.623;0.0
PP4P1_HUMAN;PIP4P1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DAAM2_HUMAN;DAAM2;0.0;0.0;0.0;0.0;0.0;0.0;18278.568;0.0
PATL1_HUMAN;PATL1;0.0;0.0;0.0;0.0;0.0;0.0;41609.08;0.0
MYPN_HUMAN;MYPN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DPP9_HUMAN;DPP9;0.0;31043.64;30560.154;30816.705;0.0;0.0;31756.38;0.0
SYVN1_HUMAN;SYVN1;0.0;0.0;0.0;91864.41;0.0;0.0;79449.44;0.0
RM52_HUMAN;MRPL52;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SETD3_HUMAN;SETD3;0.0;0.0;0.0;15983.53;0.0;0.0;0.0;0.0
TTC7B_HUMAN;TTC7B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACOT1_HUMAN;ACOT1;0.0;0.0;0.0;0.0;0.0;0.0;75595.08;21559.156
NOP9_HUMAN;NOP9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
