Protein.ID;Gene;ADSCs_c_111 MaxLFQ Intensity;ADSCs_c_1531 MaxLFQ Intensity;ADSCs_c_38 MaxLFQ Intensity;ADSCs_c_45 MaxLFQ Intensity;ADSCs_d_111 MaxLFQ Intensity;ADSCs_d_1531 MaxLFQ Intensity;ADSCs_d_38 MaxLFQ Intensity;ADSCs_d_45 MaxLFQ Intensity
LMAN2_HUMAN;LMAN2;155499.17;133612.92;182882.78;204170.84;153358.58;167610.72;203338.05;126073.375
PTN13_HUMAN;PTPN13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EPS8_HUMAN;EPS8;72762.85;71211.484;59302.53;65400.69;77708.766;92105.375;63669.707;94917.805
TRAP1_HUMAN;TRAP1;30559.865;33068.305;31855.27;28338.668;30559.479;40339.926;43407.113;36084.027
ANK3_HUMAN;ANK3;149173.36;179640.14;139530.55;0.0;0.0;130050.53;132885.92;139216.58
MYO1E_HUMAN;MYO1E;47310.68;54244.082;42620.64;37097.836;51210.03;49442.625;46712.53;53349.496
PP1R8_HUMAN;PPP1R8;0.0;0.0;12344.368;0.0;0.0;0.0;0.0;0.0
TP4A2_HUMAN;PTP4A2;0.0;0.0;0.0;0.0;26414.615;35624.41;39318.062;0.0
ABR_HUMAN;ABR;0.0;0.0;25442.273;0.0;25791.28;27045.03;24539.6;0.0
SEC20_HUMAN;BNIP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BNIP2_HUMAN;BNIP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BNIP3_HUMAN;BNIP3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSTF3_HUMAN;CSTF3;59210.812;66655.3;78195.45;78010.81;52188.523;67750.6;73568.02;42462.598
ECH1_HUMAN;ECH1;74021.24;101595.07;96597.945;95709.09;74412.86;96119.234;147511.31;74394.35
AF1Q_HUMAN;MLLT11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RHG05_HUMAN;ARHGAP5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STRN3_HUMAN;STRN3;50993.26;54618.418;44433.875;51439.742;35738.426;41433.754;47853.78;53879.48
STK4_HUMAN;STK4;0.0;0.0;54556.152;0.0;0.0;0.0;49547.74;0.0
FLII_HUMAN;FLII;52857.223;46242.94;56581.695;48610.9;70030.375;49613.13;60706.37;58551.113
TRI32_HUMAN;TRIM32;0.0;0.0;0.0;21100.162;0.0;0.0;0.0;0.0
COASY_HUMAN;COASY;39055.758;48204.633;52365.1;44174.34;46537.023;62056.992;70740.51;51526.652
RM28_HUMAN;MRPL28;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACACA_HUMAN;ACACA;0.0;0.0;19057.39;0.0;30334.2;26505.393;0.0;0.0
CSN1_HUMAN;GPS1;80103.19;72462.38;83572.61;74566.81;80122.95;81169.45;72458.21;63784.266
SPP24_HUMAN;SPP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ZBT17_HUMAN;ZBTB17;163837.47;0.0;0.0;0.0;400504.44;0.0;0.0;0.0
UBP4_HUMAN;USP4;0.0;28417.105;32815.91;29090.06;0.0;0.0;0.0;0.0
MTAP_HUMAN;MTAP;120998.805;111341.305;99139.266;90055.625;136875.11;123939.3;117195.54;131915.14
AAPK1_HUMAN;PRKAA1;37600.84;36257.676;40408.242;42080.895;63027.383;53211.79;68791.64;45160.27
LIPA1_HUMAN;PPFIA1;32281.553;40128.082;35881.996;29213.514;25365.775;0.0;0.0;49204.89
CACO2_HUMAN;CALCOCO2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EI2BE_HUMAN;EIF2B5;0.0;0.0;27097.121;0.0;38580.625;0.0;27254.748;0.0
TADBP_HUMAN;TARDBP;94595.875;106339.484;94608.83;83895.66;77049.875;117540.36;86831.055;83418.21
ROA0_HUMAN;HNRNPA0;91096.484;79902.98;68289.83;69837.79;67020.91;78109.11;71685.66;68969.58
PAK1_HUMAN;PAK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AIMP2_HUMAN;AIMP2;47498.617;56821.348;66775.59;57730.44;62114.887;76704.64;76922.22;46804.168
FADD_HUMAN;FADD;41954.203;42210.508;47406.805;44678.945;33261.195;37213.74;37620.188;33027.668
PRDX4_HUMAN;PRDX4;185760.39;183521.66;216900.22;237737.22;143098.58;183932.67;188865.52;209941.69
PAK2_HUMAN;PAK2;48067.61;39820.426;44878.62;43382.133;38151.31;41466.7;48906.867;44236.82
CBX3_HUMAN;CBX3;92072.17;83952.34;74224.26;60614.355;75102.59;76506.63;66852.84;84773.125
STK3_HUMAN;STK3;0.0;32643.516;0.0;0.0;0.0;0.0;0.0;0.0
STX5_HUMAN;STX5;0.0;22921.135;25386.373;29128.121;0.0;14470.758;12239.955;0.0
PSMD2_HUMAN;PSMD2;122046.88;119837.84;150492.03;162025.92;162700.92;171152.55;191233.52;123474.79
DDX10_HUMAN;DDX10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DNJC3_HUMAN;DNAJC3;62641.62;55809.68;46598.51;52804.438;42312.832;48888.285;49234.863;52282.7
PAPP1_HUMAN;PAPPA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SBP1_HUMAN;SELENBP1;0.0;72896.695;96001.87;0.0;37827.082;48154.31;29686.166;0.0
NDK3_HUMAN;NME3;0.0;34040.855;39082.457;41538.348;45807.242;52055.19;54378.445;0.0
SRSF9_HUMAN;SRSF9;119612.36;86543.41;86103.1;82180.64;76567.69;0.0;0.0;61377.742
SRSF5_HUMAN;SRSF5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SRSF6_HUMAN;SRSF6;33135.13;36800.78;31562.338;33098.473;0.0;0.0;0.0;0.0
TIF1B_HUMAN;TRIM28;62321.215;63058.508;63401.54;58904.887;44820.668;48929.418;56551.285;53515.99
G3BP1_HUMAN;G3BP1;112380.984;94549.734;94285.5;88682.15;100939.65;94760.945;92517.49;92879.65
CLN3_HUMAN;CLN3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NMI_HUMAN;NMI;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTK7_HUMAN;PTK7;101127.52;81436.53;84286.14;84103.61;78933.55;0.0;0.0;0.0
PABP4_HUMAN;PABPC4;156460.14;138238.08;129787.555;141841.22;124902.51;132281.89;118569.24;140248.77
ATM_HUMAN;ATM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IFIT5_HUMAN;IFIT5;0.0;0.0;0.0;0.0;0.0;56807.832;42871.188;0.0
PTPRS_HUMAN;PTPRS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UT1_HUMAN;SLC14A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EIF3I_HUMAN;EIF3I;103527.22;83445.06;84703.836;91016.195;83316.96;86952.14;77447.445;75332.53
MFAP5_HUMAN;MFAP5;0.0;18549.488;0.0;0.0;0.0;19188.883;0.0;0.0
2A5G_HUMAN;PPP2R5C;0.0;0.0;0.0;24414.268;0.0;0.0;0.0;0.0
CTBP1_HUMAN;CTBP1;42220.312;43586.836;44765.227;33524.984;48577.418;42186.94;44016.926;52782.816
TARB1_HUMAN;TARBP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UB2V1_HUMAN;UBE2V1;204361.55;212243.95;205688.2;253653.69;121398.12;156040.02;187607.27;176271.44
DC1I2_HUMAN;DYNC1I2;98827.86;89010.66;87796.81;91353.68;86184.33;86708.445;86997.53;93495.61
ILK_HUMAN;ILK;154836.95;168814.75;184027.08;204416.17;182969.69;183417.98;189432.27;158381.94
NNTM_HUMAN;NNT;57861.29;57079.363;52964.64;48297.574;91163.18;76277.99;62190.39;60311.203
SNTB2_HUMAN;SNTB2;33493.207;47945.246;39715.906;30843.365;39791.188;45764.465;51719.703;40738.105
TCOF_HUMAN;TCOF1;0.0;46212.535;50634.684;0.0;0.0;0.0;0.0;0.0
SF3B2_HUMAN;SF3B2;56975.934;67381.03;58088.445;59328.414;51874.54;63524.754;58653.887;50437.062
OS9_HUMAN;OS9;21156.732;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GOGA4_HUMAN;GOLGA4;0.0;52512.258;35029.855;44697.504;0.0;0.0;34820.223;0.0
HAP28_HUMAN;PDAP1;81506.95;60558.773;61948.47;69764.14;41021.848;0.0;0.0;0.0
ADAM9_HUMAN;ADAM9;0.0;0.0;28267.672;32193.074;36449.58;36071.43;30858.135;0.0
TMED1_HUMAN;TMED1;0.0;0.0;0.0;38062.31;58171.492;0.0;0.0;0.0
FKBP5_HUMAN;FKBP5;0.0;0.0;0.0;0.0;146776.69;197762.95;173499.06;144426.03
TUSC3_HUMAN;TUSC3;93514.47;61615.64;96697.414;90404.01;104945.28;0.0;0.0;0.0
ROCK1_HUMAN;ROCK1;65729.7;82282.07;73313.95;66169.086;62227.137;61212.71;70870.4;70254.17
IL18R_HUMAN;IL18R1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SMAD4_HUMAN;SMAD4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VPP3_HUMAN;TCIRG1;51484.86;56194.004;65255.754;54760.59;53890.44;54027.727;57666.31;47667.26
GPM6B_HUMAN;GPM6B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PICAL_HUMAN;PICALM;183208.31;146487.36;164259.44;186533.94;160513.61;141174.31;126843.52;159864.89
MTM1_HUMAN;MTM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SQSTM_HUMAN;SQSTM1;48108.547;0.0;37788.113;50649.51;46315.945;45370.156;23743.621;63163.13
MTX1_HUMAN;MTX1;29830.664;30405.078;32257.51;0.0;32560.508;33893.04;39894.73;0.0
TBB3_HUMAN;TUBB3;250109.2;484515.34;324961.66;394859.5;227268.27;307926.34;185583.34;233971.23
PRP4B_HUMAN;PRPF4B;0.0;34088.62;0.0;0.0;0.0;0.0;0.0;0.0
PIN1_HUMAN;PIN1;0.0;29818.316;24690.855;26409.252;0.0;0.0;21298.732;0.0
SERC3_HUMAN;SERINC3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4EBP1_HUMAN;EIF4EBP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4EBP2_HUMAN;EIF4EBP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RIPK1_HUMAN;RIPK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HDAC1_HUMAN;HDAC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KCC2D_HUMAN;CAMK2D;165066.6;157997.84;130303.2;121349.266;151111.02;140832.38;112846.62;116759.27
DCTN2_HUMAN;DCTN2;143758.33;115213.74;109617.28;113331.22;99218.11;87390.61;85507.45;124976.695
PKD2_HUMAN;PKD2;49001.254;0.0;36797.78;0.0;37270.406;0.0;0.0;0.0
ULA1_HUMAN;NAE1;41134.19;26838.668;27871.656;21046.668;34446.824;29216.25;33924.2;29079.027
ITPK1_HUMAN;ITPK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SNW1_HUMAN;SNW1;29413.527;0.0;25593.594;0.0;20417.887;0.0;0.0;0.0
IQGA2_HUMAN;IQGAP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
STIM1_HUMAN;STIM1;35529.074;34775.96;36891.426;35741.05;32865.85;33094.516;43727.023;41718.523
TRA2A_HUMAN;TRA2A;40122.816;31669.133;31634.654;25118.672;13490.688;0.0;0.0;0.0
SNX1_HUMAN;SNX1;82266.25;86533.61;74086.805;75484.09;63518.37;66106.16;76749.21;83224.91
KRR1_HUMAN;KRR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PWP1_HUMAN;PWP1;0.0;0.0;88430.2;0.0;0.0;0.0;0.0;0.0
MTMR2_HUMAN;MTMR2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CUL1_HUMAN;CUL1;42653.668;50417.266;43821.867;36989.332;40701.016;50428.656;54076.383;0.0
CUL2_HUMAN;CUL2;39002.805;41355.25;44210.164;39274.734;51627.707;47828.895;45829.82;0.0
CUL3_HUMAN;CUL3;49812.895;50952.47;50248.848;43906.688;53447.3;47279.906;47918.605;45922.836
CUL4A_HUMAN;CUL4A;0.0;90764.21;95185.516;77969.586;59072.6;99697.39;89543.7;0.0
FCL_HUMAN;GFUS;0.0;26420.27;33652.42;0.0;17380.566;29739.748;0.0;0.0
RAB31_HUMAN;RAB31;39575.25;27705.203;23684.678;0.0;43361.21;0.0;0.0;39028.41
RAB32_HUMAN;RAB32;0.0;0.0;34040.062;0.0;44526.145;40253.49;52497.746;0.0
TPBG_HUMAN;TPBG;103916.23;104401.04;100774.086;128647.87;123824.93;122231.19;162776.12;112361.84
FHL3_HUMAN;FHL3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RIN1_HUMAN;RIN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ITA7_HUMAN;ITGA7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AAMP_HUMAN;AAMP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MOGS_HUMAN;MOGS;111679.05;100593.74;126939.95;142410.4;142537.67;161726.16;178099.02;115437.766
CD166_HUMAN;ALCAM;218154.69;193686.19;158211.47;157607.16;466055.78;367191.12;318616.56;283246.44
THOC5_HUMAN;THOC5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NCOA4_HUMAN;NCOA4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARFRP_HUMAN;ARFRP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SHRM2_HUMAN;SHROOM2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPTN1_HUMAN;SPTAN1;447343.06;577267.3;506634.88;496767.7;431696.62;426546.25;552420.06;522278.53
AUHM_HUMAN;AUH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DX39B_HUMAN;DDX39B;181321.2;221075.22;245905.1;262333.38;220410.25;275314.62;249823.31;187360.66
BLMH_HUMAN;BLMH;67992.164;52774.18;55041.742;65083.758;60708.156;62596.715;66818.49;64674.09
EXOS2_HUMAN;EXOSC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SNTB1_HUMAN;SNTB1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TBB2A_HUMAN;TUBB2A;347529.34;254565.94;331896.66;323570.62;283032.5;213395.72;304008.72;290945.94
BYST_HUMAN;BYSL;0.0;0.0;15811.703;0.0;0.0;0.0;0.0;0.0
IDI1_HUMAN;IDI1;0.0;0.0;0.0;0.0;28852.713;23502.092;17076.121;38029.586
CAYP1_HUMAN;CAPS;0.0;70075.164;0.0;0.0;0.0;0.0;0.0;0.0
PDE7A_HUMAN;PDE7A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RUNX2_HUMAN;RUNX2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PEBB_HUMAN;CBFB;91522.914;0.0;77015.43;0.0;0.0;0.0;0.0;48562.582
KGP1_HUMAN;PRKG1;32003.043;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CDK13_HUMAN;CDK13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;104227.42
CKAP5_HUMAN;CKAP5;47446.258;47878.58;48888.652;45850.812;43994.473;42558.15;52081.67;46818.266
CIRBP_HUMAN;CIRBP;84880.39;68890.59;51722.523;0.0;44984.004;0.0;0.0;89296.805
KCC1A_HUMAN;CAMK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COTL1_HUMAN;COTL1;246775.2;225220.12;235490.69;190668.14;154844.81;152066.22;157855.64;188335.97
COX17_HUMAN;COX17;0.0;0.0;28587.615;0.0;17875.213;0.0;25912.082;0.0
HNRPD_HUMAN;HNRNPD;288165.06;320009.56;283679.66;297443.6;206625.17;309993.38;269657.1;214333.38
SCRB2_HUMAN;SCARB2;76722.8;67990.64;83432.65;97904.95;87741.85;80803.54;82842.66;63338.117
NID2_HUMAN;NID2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;39256.992
DAG1_HUMAN;DAG1;49871.26;56567.75;70390.95;53641.984;66840.54;0.0;0.0;60984.74
PDE1C_HUMAN;PDE1C;22019.574;30298.463;32094.436;28858.492;0.0;0.0;0.0;0.0
DSG2_HUMAN;DSG2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BOP1_HUMAN;BOP1;0.0;0.0;0.0;0.0;31302.373;0.0;0.0;0.0
UBE4A_HUMAN;UBE4A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SEPT6_HUMAN;SEPTIN6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EIF3A_HUMAN;EIF3A;127520.59;125134.69;131421.97;116178.516;151282.78;132735.19;125076.05;112862.01
EFR3A_HUMAN;EFR3A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UBP2L_HUMAN;UBAP2L;58740.324;52365.3;48331.19;50925.35;47343.016;50263.33;52677.535;42976.855
SCRIB_HUMAN;SCRIB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GIT2_HUMAN;GIT2;896189.75;653169.3;755932.44;755435.94;434906.62;0.0;1181830.0;923198.06
MLEC_HUMAN;MLEC;31428.04;0.0;25841.068;35656.01;33687.156;34625.45;30516.314;34686.992
TTL12_HUMAN;TTLL12;31994.668;25360.105;38816.285;25253.28;32008.982;36820.77;41289.062;32546.896
DPOA2_HUMAN;POLA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FHL2_HUMAN;FHL2;122793.89;93871.266;88648.78;93986.03;66212.055;60974.24;50905.234;83188.34
DPYL3_HUMAN;DPYSL3;97890.25;64111.098;95912.6;151432.7;36118.574;31664.758;47684.03;39705.656
ICT1_HUMAN;MRPL58;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DYHC1_HUMAN;DYNC1H1;230022.27;218027.2;254826.19;243838.12;272043.84;271456.56;270731.28;180955.84
EI2BA_HUMAN;EIF2B1;32444.879;34538.14;41156.984;48376.0;46077.27;41492.21;38272.58;38336.816
IF4A2_HUMAN;EIF4A2;220387.39;263167.1;251608.84;278016.72;239691.28;260862.6;292274.5;223155.2
SRC8_HUMAN;CTTN;168077.36;148492.86;131607.69;120764.01;117889.51;110204.37;109308.88;133372.02
NUCG_HUMAN;ENDOG;0.0;0.0;0.0;0.0;0.0;0.0;28351.486;0.0
FLOT2_HUMAN;FLOT2;46064.875;63892.344;49472.844;60507.92;69165.85;59597.863;52045.27;56493.523
RCN2_HUMAN;RCN2;56543.164;0.0;0.0;47024.984;49770.12;0.0;43105.867;57914.71
TRI25_HUMAN;TRIM25;108804.94;140157.44;124517.19;111247.914;70374.26;87350.164;77568.12;81516.33
FAK2_HUMAN;PTK2B;0.0;0.0;165974.34;117199.805;134421.61;151963.78;191557.48;188177.81
FGL2_HUMAN;FGL2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FLNC_HUMAN;FLNC;144962.3;187762.98;201427.03;138825.19;169389.48;198492.03;191937.75;184734.55
FKBP8_HUMAN;FKBP8;493092.62;500726.34;453510.4;572149.7;516111.94;69223.52;0.0;309311.38
FA50A_HUMAN;FAM50A;0.0;0.0;0.0;0.0;0.0;0.0;32614.916;0.0
GNA13_HUMAN;GNA13;55444.42;0.0;83679.29;45964.344;50500.477;0.0;67453.484;97601.15
GAMT_HUMAN;GAMT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GALE_HUMAN;GALE;0.0;34802.367;28206.39;27636.252;32506.996;31625.523;34309.215;33165.516
LRC32_HUMAN;LRRC32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GAS6_HUMAN;GAS6;0.0;0.0;0.0;0.0;48639.066;0.0;30745.254;30134.8
PDE3A_HUMAN;PDE3A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GALT3_HUMAN;GALNT3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAPR1_HUMAN;CAPRIN1;52988.215;49206.375;30111.5;25965.291;53772.164;54272.176;46249.66;62247.83
BECN1_HUMAN;BECN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RBM39_HUMAN;RBM39;57397.508;57584.707;47936.547;46944.465;33675.746;35031.94;0.0;0.0
FAT1_HUMAN;FAT1;0.0;0.0;26154.457;0.0;0.0;0.0;24610.367;0.0
ERG1_HUMAN;SQLE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PDIA5_HUMAN;PDIA5;64978.18;119284.61;65918.8;63779.227;64947.5;72591.06;68579.08;72192.42
KPRA_HUMAN;PRPSAP1;40232.11;28264.795;34496.164;19725.916;31628.668;0.0;0.0;40855.137
MCM6_HUMAN;MCM6;0.0;0.0;22703.42;0.0;0.0;30945.402;32564.46;0.0
ITPR2_HUMAN;ITPR2;0.0;0.0;0.0;0.0;25237.76;19533.816;0.0;0.0
ITPR3_HUMAN;ITPR3;0.0;26432.78;12931.789;16497.75;16843.068;21890.545;27522.092;0.0
DSC3_HUMAN;DSC3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NBR1_HUMAN;NBR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ITIH4_HUMAN;ITIH4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
I5P1_HUMAN;INPP5A;0.0;0.0;0.0;41867.977;0.0;0.0;0.0;0.0
ITPR1_HUMAN;ITPR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RASA3_HUMAN;RASA3;24848.523;39445.27;35474.9;26731.674;28802.512;0.0;27877.404;0.0
IRF3_HUMAN;IRF3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAGE3_HUMAN;LAGE3;0.0;0.0;0.0;0.0;0.0;18182.148;31633.188;0.0
PUM1_HUMAN;PUM1;0.0;0.0;27475.328;0.0;0.0;0.0;0.0;0.0
MDC1_HUMAN;MDC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EPN4_HUMAN;CLINT1;29337.234;33220.03;29468.016;27429.707;21776.725;26855.246;26512.736;23505.639
KANK1_HUMAN;KANK1;0.0;0.0;0.0;0.0;0.0;0.0;16106.35;0.0
SMC1A_HUMAN;SMC1A;0.0;56894.656;60415.45;60271.734;45525.35;67707.53;36828.355;57867.902
DIP2A_HUMAN;DIP2A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RRP5_HUMAN;PDCD11;0.0;0.0;121599.33;106240.85;0.0;137839.47;82067.086;0.0
BMS1_HUMAN;BMS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LPIN1_HUMAN;LPIN1;0.0;0.0;0.0;0.0;0.0;24456.918;0.0;0.0
UBP10_HUMAN;USP10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MESD_HUMAN;MESD;47647.953;37844.27;40557.188;40556.61;48594.223;58681.953;34871.82;55301.19
GANAB_HUMAN;GANAB;328878.88;374218.72;445681.1;426113.88;325236.56;369872.7;363453.6;285072.8
RFTN1_HUMAN;RFTN1;34173.754;47431.68;38033.957;43488.613;57856.71;64898.527;88894.97;41730.508
MBTP1_HUMAN;MBTPS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MFS10_HUMAN;MFSD10;0.0;123926.94;103033.66;0.0;105165.484;158164.55;165804.75;0.0
2A5D_HUMAN;PPP2R5D;26697.652;46880.035;36309.31;39397.117;28960.055;34005.492;44184.777;40771.004
LBR_HUMAN;LBR;0.0;0.0;0.0;0.0;19601.25;0.0;0.0;0.0
COG2_HUMAN;COG2;0.0;0.0;0.0;0.0;0.0;0.0;19306.2;0.0
MVP_HUMAN;MVP;310853.8;335374.66;338078.56;362623.0;331157.53;401671.03;385479.34;419731.06
STAT4_HUMAN;STAT4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LTBP1_HUMAN;LTBP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LTBP2_HUMAN;LTBP2;28764.863;0.0;13984.422;0.0;29942.793;45873.383;29610.64;30070.777
GOGB1_HUMAN;GOLGB1;41398.934;27144.742;33188.242;0.0;45082.043;41269.09;45314.83;0.0
NAA30_HUMAN;NAA30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CHD4_HUMAN;CHD4;0.0;0.0;27878.994;26830.146;0.0;27025.004;24980.29;0.0
LASP1_HUMAN;LASP1;362439.25;378262.0;310708.2;287080.8;266300.88;272546.8;271772.38;292886.4
ARI5B_HUMAN;ARID5B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTGR1_HUMAN;PTGR1;59824.75;123086.17;73853.16;69627.805;89579.055;130575.91;101368.87;116001.31
NC2A_HUMAN;DRAP1;34093.965;50465.168;33333.812;32400.414;0.0;32030.434;31152.887;0.0
NFIX_HUMAN;NFIX;52759.656;91586.31;74853.03;60790.652;37156.938;72881.96;58288.707;0.0
GPNMB_HUMAN;GPNMB;84379.2;157933.11;156407.05;69459.11;100957.05;149766.06;228837.34;102056.61
ZN638_HUMAN;ZNF638;0.0;0.0;66700.33;0.0;0.0;0.0;0.0;0.0
IMB1_HUMAN;KPNB1;332214.9;310616.56;378953.22;410382.66;397606.5;417977.25;401844.34;295442.72
NOLC1_HUMAN;NOLC1;79382.19;55539.516;50504.426;43500.77;46607.36;0.0;0.0;0.0
NUMA1_HUMAN;NUMA1;0.0;145956.52;116756.016;0.0;105337.695;199760.03;197380.47;0.0
PSME4_HUMAN;PSME4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CUL7_HUMAN;CUL7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GAPD1_HUMAN;GAPVD1;44100.63;36836.895;43225.242;40592.156;43006.754;36033.53;35156.895;30754.36
NAA25_HUMAN;NAA25;0.0;0.0;0.0;0.0;0.0;0.0;27394.443;0.0
CND2_HUMAN;NCAPH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPCS2_HUMAN;SPCS2;59991.95;56129.062;52899.062;51431.508;51926.355;66089.46;57723.855;45046.957
EMC2_HUMAN;EMC2;30828.492;33296.547;26333.77;30718.518;27606.416;27213.922;24504.758;29351.297
FL2D_HUMAN;WTAP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSMD6_HUMAN;PSMD6;121414.27;126432.74;144072.14;159010.75;136884.22;145113.52;146059.98;125481.06
LAP4A_HUMAN;LAPTM4A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ABRX2_HUMAN;ABRAXAS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SEPT2_HUMAN;SEPTIN2;482281.25;445743.22;410340.84;379485.53;374865.6;298593.88;364809.94;406244.75
SART3_HUMAN;SART3;36312.91;39473.84;42464.656;41869.93;33657.137;32581.957;42741.336;31132.092
CND1_HUMAN;NCAPD2;0.0;0.0;0.0;0.0;0.0;23086.502;0.0;0.0
EXOS7_HUMAN;EXOSC7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
U5S1_HUMAN;EFTUD2;71218.59;63628.727;73055.31;61839.72;78617.71;72893.82;78510.6;66765.17
SYLM_HUMAN;LARS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SNX17_HUMAN;SNX17;0.0;0.0;0.0;21011.49;30187.52;0.0;0.0;28635.29
RB3GP_HUMAN;RAB3GAP1;120849.4;110485.93;135854.14;132452.39;116840.53;105737.92;117224.61;88537.625
