Protein.ID;Gene;PDLSCs_c_12 MaxLFQ Intensity;PDLSCs_c_16 MaxLFQ Intensity;PDLSCs_c_23 MaxLFQ Intensity;PDLSCs_c_38 MaxLFQ Intensity;PDLSCs_d_12 MaxLFQ Intensity;PDLSCs_d_16 MaxLFQ Intensity;PDLSCs_d_23 MaxLFQ Intensity;PDLSCs_d_38 MaxLFQ Intensity
K1C16_HUMAN;KRT16;145557.47;184510.78;247633.42;236828.02;331953.66;795022.9;277489.7;240787.72
IBP1_HUMAN;IGFBP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RSSA_HUMAN;RPSA;136994.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CD63_HUMAN;CD63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SNRPA_HUMAN;SNRPA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENOG_HUMAN;ENO2;123304.984;101920.58;85777.766;66806.695;0.0;125785.58;0.0;126311.37
GSTP1_HUMAN;GSTP1;1126452.5;320583.7;602214.8;254141.62;449820.84;494288.03;489627.84;422549.47
MMP7_HUMAN;MMP7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GROA_HUMAN;CXCL1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LEG1_HUMAN;LGALS1;6144529.5;680590.8;1242838.4;994361.1;770911.75;1930246.6;945775.06;3599356.8
DHPR_HUMAN;QDPR;50498.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMGB1_HUMAN;HMGB1;155039.77;0.0;181814.42;0.0;0.0;0.0;0.0;0.0
SPRC_HUMAN;SPARC;1300510.6;1665408.4;4711625.5;1652992.8;1206335.0;1181746.9;1954939.2;947522.25
GSTM1_HUMAN;GSTM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TPM1_HUMAN;TPM1;156226.27;154696.12;248268.22;139849.42;132724.69;123079.03;255070.78;152498.45
CLCA_HUMAN;CLTA;116910.9;0.0;0.0;0.0;0.0;75890.67;0.0;101887.14
CLCB_HUMAN;CLTB;0.0;0.0;0.0;0.0;0.0;87220.8;0.0;90380.805
ANXA4_HUMAN;ANXA4;51193.242;0.0;0.0;0.0;0.0;0.0;0.0;0.0
INHBB_HUMAN;INHBB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMOX1_HUMAN;HMOX1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSF1_HUMAN;CSF1;186142.9;389603.9;353441.75;333653.47;298506.28;107423.74;296559.2;181350.78
PGFRB_HUMAN;PDGFRB;94119.4;158909.48;163390.08;132608.34;184304.58;102004.484;203950.94;75689.875
DLDH_HUMAN;DLD;170526.9;0.0;0.0;0.0;0.0;82360.03;0.0;96650.734
ROA1_HUMAN;HNRNPA1;191385.38;114535.734;111081.98;102726.484;0.0;114930.06;0.0;71053.2
CATH_HUMAN;CTSH;51035.242;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1S_HUMAN;C1S;2296325.0;1617429.1;2052780.2;1315118.0;1236269.1;2038630.4;1125656.8;2265990.8
PARP1_HUMAN;PARP1;58482.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UCHL1_HUMAN;UCHL1;82133.234;120547.24;138859.61;105061.76;0.0;137603.31;154268.56;220809.55
LKHA4_HUMAN;LTA4H;125546.97;109634.71;97241.945;101876.26;100055.2;79493.32;126533.08;87876.98
ALDOC_HUMAN;ALDOC;529670.4;0.0;308862.84;0.0;197425.73;303152.25;0.0;417613.88
CO4A_HUMAN;C4A;52485.082;155619.83;110477.44;109892.24;0.0;0.0;151373.92;0.0
H2AZ_HUMAN;H2AZ1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ELFN1_HUMAN;ELFN1;0.0;146226.72;0.0;0.0;0.0;0.0;0.0;0.0
POTEJ_HUMAN;POTEJ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAA1_HUMAN;SAA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAA2_HUMAN;SAA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HS71A_HUMAN;HSPA1A;95308.61;70128.57;100179.836;0.0;0.0;99114.79;0.0;123571.06
CALM1_HUMAN;CALM1;555731.8;291003.66;219371.44;163670.83;261088.69;787018.7;266022.25;1058456.9
SRGN_HUMAN;SRGN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IL8_HUMAN;CXCL8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RO60_HUMAN;RO60;95504.6;0.0;0.0;97127.11;0.0;0.0;0.0;0.0
PRB4_HUMAN;PRB4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LYAG_HUMAN;GAA;169611.62;154442.0;141518.88;146558.14;168454.81;102048.44;178472.17;144120.22
RRAS_HUMAN;RRAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
H14_HUMAN;H1-4;60686.266;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OSTP_HUMAN;SPP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTPRF_HUMAN;PTPRF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THIO_HUMAN;TXN;720116.7;254740.03;395688.38;188776.1;311818.0;330226.03;349428.44;425462.7
COX5B_HUMAN;COX5B;59331.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPGB_HUMAN;CTSA;517896.72;340018.4;456951.1;341511.6;295262.7;149182.06;316127.0;290189.03
CO7_HUMAN;C7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KAP0_HUMAN;PRKAR1A;111352.07;0.0;86060.87;0.0;0.0;57909.49;0.0;65692.55
TFPI1_HUMAN;TFPI;64843.734;161554.2;145326.86;175402.3;221009.72;89342.58;283320.22;0.0
KIT_HUMAN;KIT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ESTD_HUMAN;ESD;59447.027;0.0;0.0;0.0;0.0;0.0;0.0;108039.36
CH60_HUMAN;HSPD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62250.258
THB_HUMAN;THRB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CLUS_HUMAN;CLU;529996.0;495313.6;301555.34;482463.88;377344.28;259618.44;257147.3;292391.88
HPLN1_HUMAN;HAPLN1;107245.7;342288.7;309475.1;254700.69;207062.55;100419.82;275563.22;125024.56
BIP_HUMAN;HSPA5;436046.5;313462.53;337009.0;325135.0;324556.3;396927.0;318288.44;506868.28
LAMC1_HUMAN;LAMC1;305221.78;581295.3;482039.34;429981.78;479655.12;389744.22;574125.94;329120.06
PPAL_HUMAN;ACP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HSP7C_HUMAN;HSPA8;663537.5;289317.56;389560.75;237960.83;312553.72;346204.8;313574.5;456365.25
GTR1_HUMAN;SLC2A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GTR3_HUMAN;SLC2A3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PYGB_HUMAN;PYGB;157858.2;0.0;0.0;0.0;0.0;188817.36;0.0;202266.0
RALA_HUMAN;RALA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BCR_HUMAN;BCR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAMP1_HUMAN;LAMP1;755819.2;255229.39;689480.94;0.0;0.0;464640.3;339409.53;570138.25
FGFR1_HUMAN;FGFR1;80626.48;138656.88;220931.22;258473.27;276295.03;116005.36;252964.56;129230.26
G6PD_HUMAN;G6PD;185613.38;117167.22;93041.555;104543.48;137050.64;98014.93;134474.06;161231.45
UBL4A_HUMAN;UBL4A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSG1_HUMAN;PSG1;0.0;120112.18;0.0;0.0;0.0;0.0;0.0;0.0
C1TC_HUMAN;MTHFD1;522054.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MPRI_HUMAN;IGF2R;68435.94;142189.56;100659.305;119781.305;162937.39;54084.8;172096.8;80368.52
ADHX_HUMAN;ADH5;113128.12;0.0;0.0;0.0;0.0;0.0;0.0;78638.7
PCNA_HUMAN;PCNA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYHC_HUMAN;HARS;66382.945;0.0;0.0;0.0;0.0;85655.75;0.0;0.0
COBA1_HUMAN;COL11A1;0.0;95052.33;195044.52;68534.93;172995.83;89842.72;302375.94;110783.82
CO6A1_HUMAN;COL6A1;4629326.0;4011657.2;4696796.0;4690904.0;2546929.8;4819997.0;3607891.8;3683434.8
CO6A2_HUMAN;COL6A2;2615017.2;2055695.8;2235937.2;2411891.8;1289228.9;2573692.5;1369155.1;2134479.0
CO6A3_HUMAN;COL6A3;1778707.1;1472746.2;1803459.2;1765709.0;1046267.3;1688448.9;1195810.0;1746439.9
ADT3_HUMAN;SLC25A6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FA5_HUMAN;F5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69583.65
IMDH2_HUMAN;IMPDH2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TPR_HUMAN;TPR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTHR_HUMAN;PTHLH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PIP_HUMAN;PIP;0.0;164600.05;0.0;0.0;617702.94;327608.62;503350.56;148787.66
KCRB_HUMAN;CKB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACTN1_HUMAN;ACTN1;882713.7;479881.12;692869.6;376649.34;510416.78;938692.56;619926.1;1033194.7
ACE_HUMAN;ACE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PEPD_HUMAN;PEPD;353660.3;171643.02;247762.75;125662.68;167788.58;149253.2;191425.06;142642.36
XRCC6_HUMAN;XRCC6;61699.684;0.0;0.0;0.0;0.0;0.0;0.0;0.0
XRCC5_HUMAN;XRCC5;86145.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAMP2_HUMAN;LAMP2;0.0;0.0;0.0;0.0;0.0;499677.44;0.0;0.0
RINI_HUMAN;RNH1;297240.6;99277.59;178028.8;142935.73;152083.03;189363.9;172106.88;315572.44
BMP1_HUMAN;BMP1;99934.9;158076.73;118648.46;129386.734;152897.92;0.0;236598.7;0.0
CCL2_HUMAN;CCL2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SCG2_HUMAN;SCG2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NCAM1_HUMAN;NCAM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;78358.92
CSPG2_HUMAN;VCAN;251988.52;368975.9;667613.9;438764.62;492558.6;256861.16;456950.0;164451.88
ITA4_HUMAN;ITGA4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EF2_HUMAN;EEF2;286086.62;161352.67;182171.1;155200.89;169377.31;181107.39;148439.28;204577.78
K1C13_HUMAN;KRT13;93029.18;0.0;0.0;0.0;0.0;0.0;102646.34;0.0
K2C5_HUMAN;KRT5;273811.97;240872.61;360689.28;305555.62;372362.97;689737.94;393639.1;350534.5
PDIA4_HUMAN;PDIA4;81246.92;0.0;201426.95;175879.88;152456.31;536812.25;0.0;0.0
P4HA1_HUMAN;P4HA1;0.0;0.0;63555.168;0.0;0.0;0.0;0.0;0.0
PPA5_HUMAN;ACP5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TCTP_HUMAN;TPT1;134678.95;106730.1;109706.5;97366.375;0.0;82542.29;172829.69;99649.9
HEM2_HUMAN;ALAD;69176.555;0.0;0.0;0.0;0.0;68059.055;0.0;56042.91
PLST_HUMAN;PLS3;384179.5;289926.06;333717.6;280059.66;265540.72;312110.97;331591.44;366727.28
ACPH_HUMAN;APEH;150477.88;0.0;124973.61;0.0;0.0;155273.33;0.0;127443.13
ETFA_HUMAN;ETFA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KAP2_HUMAN;PRKAR2A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COBA2_HUMAN;COL11A2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MIF_HUMAN;MIF;2409327.2;0.0;1223638.6;0.0;379423.94;1009655.4;687946.2;1481766.8
CD99_HUMAN;CD99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HGF_HUMAN;HGF;0.0;76031.12;0.0;116259.12;0.0;0.0;0.0;49238.598
GLU2B_HUMAN;PRKCSH;112553.96;0.0;230933.88;176328.12;188367.03;271168.28;139250.36;223869.66
FPPS_HUMAN;FDPS;176999.23;0.0;92809.08;122425.164;86920.79;138271.36;0.0;181085.72
CBPM_HUMAN;CPM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CX7A2_HUMAN;COX7A2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NID1_HUMAN;NID1;280748.56;416053.8;307780.47;347125.38;402584.75;221166.55;400102.97;199353.28
AK1A1_HUMAN;AKR1A1;238883.05;182704.14;213122.03;124265.27;218280.16;188697.5;250558.75;246111.53
KPYM_HUMAN;PKM;1047618.56;193776.81;374753.56;187963.7;320834.28;715042.4;398603.6;950155.25
ENPL_HUMAN;HSP90B1;368339.2;181879.44;288577.47;398635.56;243154.97;138363.38;133717.8;370679.7
RSMB_HUMAN;SNRPB;122528.016;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IDE_HUMAN;IDE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CX6B1_HUMAN;COX6B1;126638.836;0.0;0.0;0.0;0.0;80449.17;0.0;90358.82
HNRPL_HUMAN;HNRNPL;54988.645;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYDC_HUMAN;DARS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PLAK_HUMAN;JUP;0.0;0.0;0.0;78149.68;0.0;102676.766;0.0;0.0
LIF_HUMAN;LIF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FABP4_HUMAN;FABP4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ALDR_HUMAN;AKR1B1;222515.8;138668.55;141705.4;122431.56;174974.06;208958.6;213291.48;274711.9
AMPN_HUMAN;ANPEP;145166.69;154297.33;182041.45;0.0;273506.88;195455.66;255229.6;141910.33
PVR_HUMAN;PVR;41946.707;141055.7;95559.82;108211.67;108417.62;58452.516;147090.69;96284.41
RAC2_HUMAN;RAC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ERF3A_HUMAN;GSPT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARSA_HUMAN;ARSA;98273.36;161870.61;209628.58;135505.45;176193.39;0.0;215888.53;0.0
B4GT1_HUMAN;B4GALT1;115870.08;201097.34;0.0;198771.89;0.0;0.0;244776.17;0.0
EZRI_HUMAN;EZR;130520.64;144314.28;133999.27;114468.38;115296.07;118834.61;148981.73;128522.43
UCHL3_HUMAN;UCHL3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AREG_HUMAN;AREG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MCP_HUMAN;CD46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NDKA_HUMAN;NME1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NQO1_HUMAN;NQO1;59462.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GNS_HUMAN;GNS;274871.56;318350.72;752020.56;369636.16;283938.0;297170.2;311128.22;547455.94
ARSB_HUMAN;ARSB;0.0;103912.29;0.0;0.0;0.0;0.0;0.0;99462.73
RS2_HUMAN;RPS2;50877.562;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DESP_HUMAN;DSP;92642.33;0.0;0.0;211607.2;0.0;160187.84;0.0;0.0
RFA2_HUMAN;RPA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TIMP2_HUMAN;TIMP2;4279717.5;2123901.0;3128696.0;2008267.8;1549767.2;4893345.0;1254931.2;5769112.5
CD44_HUMAN;CD44;240145.84;397648.5;552865.06;315461.84;261478.11;189103.92;219331.81;194778.53
NQO2_HUMAN;NQO2;72559.72;0.0;0.0;0.0;0.0;76691.8;0.0;0.0
H2AX_HUMAN;H2AX;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PGCA_HUMAN;ACAN;0.0;0.0;1247868.0;169208.8;0.0;0.0;221772.86;0.0
CBR1_HUMAN;CBR1;193857.98;0.0;161196.31;0.0;0.0;0.0;0.0;123143.01
PGFRA_HUMAN;PDGFRA;83660.51;232162.58;145881.28;154002.45;0.0;0.0;0.0;0.0
BGAL_HUMAN;GLB1;161382.78;235374.14;189891.97;201461.58;231195.05;115225.766;239658.9;151104.39
H15_HUMAN;H1-5;89363.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0
H12_HUMAN;H1-2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CBPE_HUMAN;CPE;64311.168;0.0;0.0;118915.516;0.0;118578.78;0.0;120468.33
FAAA_HUMAN;FAH;66463.77;0.0;0.0;0.0;0.0;72162.44;0.0;0.0
STMN1_HUMAN;STMN1;393416.78;202959.77;153312.39;180795.89;174389.72;177950.16;193844.86;162954.92
YBOX3_HUMAN;YBX3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NAGAB_HUMAN;NAGA;98240.97;168060.16;127925.5;148626.98;151054.05;78332.89;160864.45;95511.414
HMGA1_HUMAN;HMGA1;88765.16;0.0;182926.69;110711.21;0.0;507695.47;0.0;161068.98
AATC_HUMAN;GOT1;159096.39;106556.14;138706.02;131898.94;156705.77;149037.06;161449.94;161963.94
ITA2_HUMAN;ITGA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CXA1_HUMAN;GJA1;0.0;0.0;136569.25;0.0;0.0;0.0;0.0;0.0
ANPRC_HUMAN;NPR3;0.0;0.0;0.0;0.0;0.0;0.0;98265.45;0.0
ASM_HUMAN;SMPD1;272221.1;244815.69;301729.97;205146.97;368201.75;102546.43;266527.8;130524.32
KAPCA_HUMAN;PRKACA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAN2_HUMAN;CAPN2;124719.51;0.0;0.0;0.0;0.0;89729.65;0.0;89395.1
DESM_HUMAN;DES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HLAG_HUMAN;HLA-G;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PYRG1_HUMAN;CTPS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EGLN_HUMAN;ENG;97102.37;142980.23;142924.48;129926.36;185097.42;92038.91;220815.36;107452.27
PFKAL_HUMAN;PFKL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAP3_HUMAN;GM2A;181194.14;198325.84;136220.78;147082.6;307866.72;143613.61;196373.16;235091.83
LEG3_HUMAN;LGALS3;610045.94;229311.08;339224.72;196832.7;233556.75;231703.0;288299.38;298446.9
IBP3_HUMAN;IGFBP3;0.0;163671.97;207717.7;165866.89;197283.9;95937.6;195005.47;209851.89
VGFR1_HUMAN;FLT1;0.0;0.0;0.0;81114.8;0.0;0.0;0.0;0.0
PRS6A_HUMAN;PSMC3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TCPA_HUMAN;TCP1;113175.45;0.0;0.0;0.0;0.0;54414.758;0.0;67051.06
PTN1_HUMAN;PTPN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IBP2_HUMAN;IGFBP2;1595350.9;426182.03;497756.84;2272587.8;1380841.1;3098448.0;2040299.1;8156090.5
RL35A_HUMAN;RPL35A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ITB5_HUMAN;ITGB5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL7_HUMAN;RPL7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VINC_HUMAN;VCL;724822.75;353496.78;469895.1;316045.8;554130.9;929508.9;540860.3;866213.5
RL17_HUMAN;RPL17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PGAM1_HUMAN;PGAM1;580123.5;232982.19;298100.47;166205.14;309202.94;528057.44;323376.9;576771.1
RCC1_HUMAN;RCC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SDC1_HUMAN;SDC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATP5J_HUMAN;ATP5PF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K1C15_HUMAN;KRT15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K2C4_HUMAN;KRT4;85706.28;0.0;0.0;139700.27;0.0;64247.77;92277.73;0.0
AMD_HUMAN;PAM;93084.99;169090.77;140912.1;155348.5;197375.81;87624.56;228104.0;140456.94
CADH2_HUMAN;CDH2;89723.875;165895.27;0.0;174288.3;126217.516;79869.72;186095.25;163834.1
VCAM1_HUMAN;VCAM1;0.0;0.0;0.0;136201.1;0.0;0.0;0.0;0.0
NUCL_HUMAN;NCL;74073.58;0.0;108174.85;0.0;0.0;62085.82;0.0;0.0
HXK1_HUMAN;HK1;80326.61;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TNR1A_HUMAN;TNFRSF1A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPEE_HUMAN;SRM;50969.92;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ITIH2_HUMAN;ITIH2;161830.38;0.0;230282.83;0.0;276398.1;381611.75;246420.55;436848.47
ITIH1_HUMAN;ITIH1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FST_HUMAN;FST;144812.92;231968.84;415516.62;576777.6;294081.34;113491.98;293339.5;202901.75
TYPH_HUMAN;TYMP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TCO2_HUMAN;TCN2;159063.89;156668.47;82645.16;122146.54;243716.64;147077.81;153037.0;132420.83
ANXA7_HUMAN;ANXA7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BTF3_HUMAN;BTF3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RAB6A_HUMAN;RAB6A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSB1_HUMAN;PSMB1;105570.77;0.0;0.0;0.0;0.0;125770.2;0.0;107585.84
MPRD_HUMAN;M6PR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LMNB1_HUMAN;LMNB1;137686.14;0.0;0.0;0.0;0.0;93207.6;0.0;0.0
PZP_HUMAN;PZP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MIME_HUMAN;OGN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO5A1_HUMAN;COL5A1;584104.25;906761.3;1195671.0;805953.25;971166.1;556013.2;1333201.4;486239.1
FILA_HUMAN;FLG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ASPG_HUMAN;AGA;0.0;103774.59;119739.13;104936.82;0.0;0.0;121607.234;0.0
RASA1_HUMAN;RASA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTMS_HUMAN;PTMS;0.0;0.0;121837.51;0.0;0.0;0.0;0.0;0.0
PRPS3_HUMAN;PRPS1L1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTN_HUMAN;PTN;176344.6;228613.08;292330.12;307145.25;274242.0;0.0;197191.47;124648.82
GSTM3_HUMAN;GSTM3;83213.99;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VATB2_HUMAN;ATP6V1B2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VATC1_HUMAN;ATP6V1C1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSRP1_HUMAN;CSRP1;256395.3;93779.23;178585.2;77205.74;171916.47;120386.21;231802.55;208499.42
FLNA_HUMAN;FLNA;922389.44;353290.9;522173.3;319753.66;464013.0;689824.06;562944.1;1019078.06
ACOHC_HUMAN;ACO1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SCF_HUMAN;KITLG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5NTD_HUMAN;NT5E;95224.664;131798.95;135635.1;127532.016;0.0;0.0;142699.86;101032.43
MK_HUMAN;MDK;131068.34;132253.31;211520.52;152354.55;0.0;0.0;0.0;63881.703
FGF7_HUMAN;FGF7;62397.113;0.0;109589.945;0.0;0.0;0.0;0.0;0.0
VDAC1_HUMAN;VDAC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PGS1_HUMAN;BGN;64939.13;181212.9;443596.1;193889.42;174247.77;201845.14;461235.03;117594.95
CD9_HUMAN;CD9;121247.82;0.0;454186.94;299504.22;0.0;0.0;222076.97;190799.97
COMT_HUMAN;COMT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TGM2_HUMAN;TGM2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OSBP1_HUMAN;OSBP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PIMT_HUMAN;PCMT1;55597.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FBRL_HUMAN;FBL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PUR2_HUMAN;GART;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PUR6_HUMAN;PAICS;81894.95;0.0;0.0;101760.58;0.0;77849.01;0.0;85103.43
IDS_HUMAN;IDS;0.0;124028.086;0.0;110257.516;157158.31;0.0;143182.39;0.0
SCP2_HUMAN;SCP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UBA1_HUMAN;UBA1;111673.67;0.0;0.0;0.0;0.0;0.0;0.0;76390.79
GPX3_HUMAN;GPX3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENPP1_HUMAN;ENPP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ROA2_HUMAN;HNRNPA2B1;251035.17;145831.52;127771.22;120439.21;150026.66;167158.88;0.0;108554.56
CALB2_HUMAN;CALB2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IBP4_HUMAN;IGFBP4;2013998.6;2060144.4;2884102.0;1425652.6;1389169.5;3273539.2;2090156.8;1833081.4
QCR2_HUMAN;UQCRC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TGM1_HUMAN;TGM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MMP8_HUMAN;MMP8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FBLN1_HUMAN;FBLN1;2206924.0;1310832.0;1433070.8;1398510.5;1699991.6;2386985.0;1438670.5;3019624.0
TCEA1_HUMAN;TCEA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SFPQ_HUMAN;SFPQ;413154.03;0.0;748233.0;0.0;0.0;0.0;0.0;0.0
PPIB_HUMAN;PPIB;678401.94;452510.5;501825.75;447560.53;374703.5;686032.56;362193.4;511000.72
SYWC_HUMAN;WARS1;121209.33;153454.58;110502.85;132367.06;0.0;131181.38;117559.47;141897.98
RS3_HUMAN;RPS3;153249.39;0.0;0.0;0.0;0.0;103647.26;0.0;0.0
GCSH_HUMAN;GCSH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTPRG_HUMAN;PTPRG;98451.72;161323.97;164143.19;133039.72;168705.95;64087.207;201598.47;89136.984
SAHH_HUMAN;AHCY;94045.95;0.0;0.0;0.0;0.0;73312.28;0.0;75675.49
