Protein.ID;Gene;Umb_c_1002 MaxLFQ Intensity;Umb_c_11 MaxLFQ Intensity;Umb_c_203 MaxLFQ Intensity;Umb_c_62 MaxLFQ Intensity;Umb_d_1002 MaxLFQ Intensity;Umb_d_11 MaxLFQ Intensity;Umb_d_203 MaxLFQ Intensity;Umb_d_62 MaxLFQ Intensity
IBP1_HUMAN;IGFBP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RSSA_HUMAN;RPSA;85677.11;0.0;43571.8;0.0;0.0;0.0;39756.387;0.0
CD63_HUMAN;CD63;46919.715;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SNRPA_HUMAN;SNRPA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENOG_HUMAN;ENO2;90622.91;0.0;131803.5;115126.58;0.0;0.0;120763.36;104428.33
GSTP1_HUMAN;GSTP1;969475.25;0.0;292678.66;252584.19;382234.66;260345.42;594308.75;982362.1
MMP7_HUMAN;MMP7;0.0;0.0;0.0;0.0;180848.19;0.0;0.0;0.0
GROA_HUMAN;CXCL1;0.0;0.0;0.0;120982.836;204927.97;0.0;162229.73;544656.44
LEG1_HUMAN;LGALS1;925838.5;218849.98;476447.97;842176.7;630222.5;216975.23;1089912.1;625596.2
DHPR_HUMAN;QDPR;0.0;0.0;49019.367;0.0;0.0;0.0;53492.3;0.0
HMGB1_HUMAN;HMGB1;176558.25;124226.07;0.0;0.0;0.0;0.0;0.0;0.0
SPRC_HUMAN;SPARC;7054153.5;5661974.0;1.0614902E7;4510985.5;5690265.0;5925818.0;5998777.5;3736490.0
GSTM1_HUMAN;GSTM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TPM1_HUMAN;TPM1;910848.56;318248.25;153459.64;845044.8;240680.77;459291.6;301964.12;634494.1
CLCA_HUMAN;CLTA;58336.58;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CLCB_HUMAN;CLTB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63670.605
ANXA4_HUMAN;ANXA4;0.0;77028.484;62750.316;0.0;0.0;0.0;0.0;0.0
INHBB_HUMAN;INHBB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMOX1_HUMAN;HMOX1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSF1_HUMAN;CSF1;111105.836;200556.86;192988.0;137323.58;276708.38;133812.89;235263.3;242794.58
PGFRB_HUMAN;PDGFRB;0.0;83940.445;0.0;0.0;0.0;0.0;0.0;0.0
DLDH_HUMAN;DLD;148333.94;114937.32;135510.89;167462.86;0.0;0.0;131562.75;148710.73
ROA1_HUMAN;HNRNPA1;135469.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CATH_HUMAN;CTSH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1S_HUMAN;C1S;856552.56;746386.56;884288.0;724709.7;1076294.0;875960.4;971520.56;681067.94
PARP1_HUMAN;PARP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UCHL1_HUMAN;UCHL1;300698.34;193264.1;222344.19;419404.34;113986.305;180349.34;357686.72;389274.56
LKHA4_HUMAN;LTA4H;89060.93;103676.805;120426.98;103276.664;81624.48;86367.234;125423.01;112844.87
ALDOC_HUMAN;ALDOC;650533.25;181446.19;322939.1;276910.78;213320.97;156897.55;528093.8;943484.6
CO4A_HUMAN;C4A;192372.94;82085.59;85316.97;91149.24;99586.38;101914.96;102786.234;271358.06
H2AZ_HUMAN;H2AZ1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ELFN1_HUMAN;ELFN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
POTEJ_HUMAN;POTEJ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAA1_HUMAN;SAA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;865182.8
SAA2_HUMAN;SAA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HS71A_HUMAN;HSPA1A;112300.79;68691.45;53330.26;89445.836;68254.1;65625.6;74243.6;80688.72
CALM1_HUMAN;CALM1;626106.9;318238.7;472240.28;438261.97;172981.39;274556.8;422158.38;577207.56
SRGN_HUMAN;SRGN;0.0;0.0;0.0;2480453.5;1043422.56;0.0;407588.16;1622030.0
IL8_HUMAN;CXCL8;0.0;0.0;172190.8;0.0;326464.62;0.0;716812.4;101531.28
RO60_HUMAN;RO60;99504.78;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRB4_HUMAN;PRB4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LYAG_HUMAN;GAA;130556.305;76144.984;0.0;0.0;114907.37;0.0;57015.375;113252.21
RRAS_HUMAN;RRAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
H14_HUMAN;H1-4;98293.12;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OSTP_HUMAN;SPP1;0.0;209066.34;98297.11;0.0;211554.5;218394.98;81445.37;108432.87
PTPRF_HUMAN;PTPRF;62964.4;69122.83;68652.44;70501.336;0.0;57603.41;0.0;60666.906
THIO_HUMAN;TXN;253951.48;141986.19;282577.62;195646.4;233819.0;272071.97;1079213.9;303093.7
COX5B_HUMAN;COX5B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPGB_HUMAN;CTSA;224785.6;190291.92;135795.0;168183.42;264515.72;239910.95;186926.83;432156.03
CO7_HUMAN;C7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KAP0_HUMAN;PRKAR1A;0.0;0.0;63507.234;0.0;0.0;0.0;48618.566;0.0
TFPI1_HUMAN;TFPI;0.0;78572.41;62165.9;118121.57;177555.56;90267.7;96821.016;98687.65
KIT_HUMAN;KIT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ESTD_HUMAN;ESD;86086.9;0.0;0.0;0.0;0.0;0.0;70225.11;0.0
CH60_HUMAN;HSPD1;222264.44;153971.08;150232.3;145387.61;0.0;134386.67;185788.52;226670.0
THB_HUMAN;THRB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CLUS_HUMAN;CLU;377993.84;292806.12;136973.78;286915.88;416319.47;477813.5;233541.94;467466.84
HPLN1_HUMAN;HAPLN1;521145.47;294243.6;96656.19;278982.75;188665.33;376449.56;57934.91;99338.164
BIP_HUMAN;HSPA5;585523.9;456387.62;430731.03;397572.97;180296.45;367109.66;323642.28;409422.78
LAMC1_HUMAN;LAMC1;242937.12;273472.38;181046.42;213106.25;370510.47;289797.2;150942.05;185101.58
PPAL_HUMAN;ACP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HSP7C_HUMAN;HSPA8;550606.5;311945.34;284170.66;456189.0;162591.77;239974.03;353271.97;361107.28
GTR1_HUMAN;SLC2A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GTR3_HUMAN;SLC2A3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PYGB_HUMAN;PYGB;362372.03;172662.28;129771.83;98755.375;0.0;176861.56;137403.3;220903.33
RALA_HUMAN;RALA;0.0;0.0;30583.412;53300.03;0.0;0.0;0.0;0.0
BCR_HUMAN;BCR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAMP1_HUMAN;LAMP1;0.0;0.0;984622.5;0.0;0.0;0.0;550477.1;0.0
FGFR1_HUMAN;FGFR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
G6PD_HUMAN;G6PD;142860.67;68797.44;48241.42;74258.69;89244.08;70873.445;121950.23;123953.19
UBL4A_HUMAN;UBL4A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSG1_HUMAN;PSG1;0.0;0.0;0.0;112179.63;0.0;0.0;0.0;0.0
C1TC_HUMAN;MTHFD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MPRI_HUMAN;IGF2R;51840.63;50214.336;66166.3;0.0;0.0;0.0;51895.754;51474.734
ADHX_HUMAN;ADH5;0.0;0.0;76962.79;0.0;0.0;0.0;91693.01;0.0
PCNA_HUMAN;PCNA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYHC_HUMAN;HARS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COBA1_HUMAN;COL11A1;267700.6;291445.75;96320.83;100358.8;510511.47;413365.12;179847.58;386943.75
CO6A1_HUMAN;COL6A1;988337.06;943890.2;1343155.6;1850760.4;675415.75;688286.7;1246400.8;1414224.6
CO6A2_HUMAN;COL6A2;538210.5;483587.3;427724.25;1033046.75;479699.16;282198.06;311407.22;640321.5
CO6A3_HUMAN;COL6A3;461626.5;681129.4;383868.66;541673.5;362219.84;221568.83;214492.06;452934.62
ADT3_HUMAN;SLC25A6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FA5_HUMAN;F5;0.0;0.0;0.0;44438.05;85061.1;58567.88;59199.37;134486.81
IMDH2_HUMAN;IMPDH2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TPR_HUMAN;TPR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTHR_HUMAN;PTHLH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PIP_HUMAN;PIP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KCRB_HUMAN;CKB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACTN1_HUMAN;ACTN1;863361.44;708902.5;688318.4;724575.2;421041.7;863255.56;906447.75;1077929.4
ACE_HUMAN;ACE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PEPD_HUMAN;PEPD;124500.87;76075.805;172319.25;73443.92;103145.1;0.0;196193.75;153763.27
XRCC6_HUMAN;XRCC6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
XRCC5_HUMAN;XRCC5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAMP2_HUMAN;LAMP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RINI_HUMAN;RNH1;205945.67;119386.805;116255.125;146783.27;0.0;152527.2;171689.98;151953.42
BMP1_HUMAN;BMP1;157165.97;191161.56;99638.91;154196.16;189053.25;145268.7;117127.914;226934.88
CCL2_HUMAN;CCL2;0.0;61761.445;87433.195;152570.2;59668.66;105927.65;69966.88;120593.836
SCG2_HUMAN;SCG2;135372.34;0.0;0.0;0.0;162833.61;172426.73;0.0;0.0
NCAM1_HUMAN;NCAM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSPG2_HUMAN;VCAN;646877.75;485772.03;561796.6;477766.84;565564.1;579183.25;346124.72;375928.22
ITA4_HUMAN;ITGA4;0.0;110164.414;0.0;0.0;0.0;76522.42;0.0;0.0
EF2_HUMAN;EEF2;251569.22;193514.61;106457.45;257163.53;83176.3;140947.61;186878.45;245813.33
K1C13_HUMAN;KRT13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K2C5_HUMAN;KRT5;259286.22;302206.12;269327.8;329625.66;198307.22;373736.16;303578.3;288398.16
PDIA4_HUMAN;PDIA4;213040.19;277502.34;257906.84;201825.23;108616.914;226486.9;78524.53;0.0
P4HA1_HUMAN;P4HA1;70068.73;70287.95;0.0;44704.184;67680.76;77895.53;60380.863;96444.45
PPA5_HUMAN;ACP5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TCTP_HUMAN;TPT1;46739.04;94152.77;116198.97;113313.266;90560.83;108334.914;146688.69;118445.58
HEM2_HUMAN;ALAD;0.0;0.0;49417.58;0.0;0.0;0.0;60402.64;0.0
PLST_HUMAN;PLS3;543129.06;385702.3;396360.84;424674.56;200864.08;407984.06;597860.2;429793.8
ACPH_HUMAN;APEH;63687.715;68382.875;96331.96;78313.34;0.0;0.0;96843.734;0.0
ETFA_HUMAN;ETFA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KAP2_HUMAN;PRKAR2A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COBA2_HUMAN;COL11A2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MIF_HUMAN;MIF;0.0;491686.78;1497899.1;1039064.25;677617.56;889801.94;3265707.0;1506251.1
CD99_HUMAN;CD99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HGF_HUMAN;HGF;0.0;0.0;83385.11;0.0;0.0;0.0;97921.69;0.0
GLU2B_HUMAN;PRKCSH;199806.27;297945.28;280916.25;203305.77;158533.17;285781.4;234946.67;210191.14
FPPS_HUMAN;FDPS;103688.21;127011.97;102472.62;122464.97;0.0;0.0;112443.66;122425.45
CBPM_HUMAN;CPM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CX7A2_HUMAN;COX7A2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NID1_HUMAN;NID1;246996.45;213042.92;124660.7;210494.45;380968.0;176564.38;157464.92;186516.53
AK1A1_HUMAN;AKR1A1;129102.45;145331.38;171269.84;153131.77;133566.84;160238.28;256939.8;198040.3
KPYM_HUMAN;PKM;703004.2;465848.03;438065.1;488813.66;227693.22;413735.7;806692.44;804613.0
ENPL_HUMAN;HSP90B1;358899.7;206775.86;120879.12;187862.44;150107.5;231927.42;140051.62;221139.31
RSMB_HUMAN;SNRPB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IDE_HUMAN;IDE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CX6B1_HUMAN;COX6B1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HNRPL_HUMAN;HNRNPL;58023.133;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYDC_HUMAN;DARS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PLAK_HUMAN;JUP;56176.105;84291.69;0.0;63638.67;0.0;0.0;0.0;0.0
LIF_HUMAN;LIF;0.0;75177.945;88283.72;0.0;0.0;0.0;0.0;0.0
FABP4_HUMAN;FABP4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ALDR_HUMAN;AKR1B1;167951.81;0.0;187987.12;274023.2;112011.76;172739.27;419405.3;420424.1
AMPN_HUMAN;ANPEP;83011.42;143187.75;144195.0;96995.33;112748.31;135188.27;103999.41;161213.66
PVR_HUMAN;PVR;122226.11;162619.42;133344.53;221583.17;101345.91;179349.69;96957.016;163503.73
RAC2_HUMAN;RAC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ERF3A_HUMAN;GSPT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARSA_HUMAN;ARSA;0.0;0.0;102752.28;0.0;123457.23;121037.625;78688.625;88343.28
B4GT1_HUMAN;B4GALT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;206182.33
EZRI_HUMAN;EZR;114612.84;111247.01;84104.21;170050.28;84481.734;96974.34;109518.4;111947.72
UCHL3_HUMAN;UCHL3;0.0;0.0;86973.016;0.0;0.0;0.0;85082.055;0.0
AREG_HUMAN;AREG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MCP_HUMAN;CD46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NDKA_HUMAN;NME1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NQO1_HUMAN;NQO1;57344.82;68355.14;0.0;0.0;0.0;0.0;50458.855;0.0
GNS_HUMAN;GNS;426326.8;582170.75;389000.8;618611.94;398460.7;605313.6;366850.56;379815.53
ARSB_HUMAN;ARSB;0.0;180585.89;97919.914;172948.52;83445.68;149694.47;69223.88;103395.82
RS2_HUMAN;RPS2;65368.41;74395.23;70379.76;72987.24;0.0;0.0;64440.23;0.0
DESP_HUMAN;DSP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RFA2_HUMAN;RPA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TIMP2_HUMAN;TIMP2;1205408.6;1225582.1;1282936.8;1610411.2;784698.4;1256594.2;1388244.0;1554660.2
CD44_HUMAN;CD44;282615.1;613576.25;961971.94;539192.5;0.0;216619.66;456980.9;187960.2
NQO2_HUMAN;NQO2;0.0;0.0;0.0;65987.62;0.0;0.0;102364.836;0.0
H2AX_HUMAN;H2AX;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PGCA_HUMAN;ACAN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CBR1_HUMAN;CBR1;155358.66;0.0;119427.14;110770.734;0.0;0.0;124705.95;136139.69
PGFRA_HUMAN;PDGFRA;0.0;0.0;0.0;0.0;108712.17;0.0;74440.336;77185.586
BGAL_HUMAN;GLB1;136518.38;99651.68;79327.375;135435.42;161647.42;119234.35;89924.055;231709.14
H15_HUMAN;H1-5;158514.62;0.0;0.0;0.0;0.0;0.0;0.0;0.0
H12_HUMAN;H1-2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CBPE_HUMAN;CPE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FAAA_HUMAN;FAH;56908.066;0.0;125265.8;68796.31;0.0;0.0;165520.7;0.0
STMN1_HUMAN;STMN1;120399.04;0.0;0.0;99222.086;0.0;0.0;0.0;0.0
YBOX3_HUMAN;YBX3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NAGAB_HUMAN;NAGA;72861.516;122763.12;82533.94;99141.04;0.0;0.0;0.0;64118.293
HMGA1_HUMAN;HMGA1;481835.75;475271.66;155664.03;252413.84;0.0;0.0;0.0;0.0
AATC_HUMAN;GOT1;166140.92;148142.36;164159.89;156548.86;109592.42;121357.836;175576.02;149515.58
ITA2_HUMAN;ITGA2;67272.25;158110.94;87884.266;95402.76;0.0;0.0;51454.727;65096.914
CXA1_HUMAN;GJA1;0.0;119608.22;0.0;167280.08;0.0;0.0;162059.9;0.0
ANPRC_HUMAN;NPR3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ASM_HUMAN;SMPD1;46524.77;0.0;0.0;0.0;93465.7;0.0;0.0;84422.38
KAPCA_HUMAN;PRKACA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAN2_HUMAN;CAPN2;75198.055;0.0;70447.414;0.0;0.0;0.0;55697.656;0.0
DESM_HUMAN;DES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HLAG_HUMAN;HLA-G;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PYRG1_HUMAN;CTPS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EGLN_HUMAN;ENG;0.0;0.0;61945.69;0.0;145059.4;135037.55;92887.22;135929.98
PFKAL_HUMAN;PFKL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAP3_HUMAN;GM2A;0.0;0.0;0.0;0.0;98332.03;0.0;64519.727;0.0
LEG3_HUMAN;LGALS3;133605.52;170643.3;155544.86;175897.45;0.0;110696.586;169993.44;104478.43
IBP3_HUMAN;IGFBP3;121031.766;174625.38;71759.14;160315.72;165008.55;475291.38;94976.24;129707.32
VGFR1_HUMAN;FLT1;212837.62;184936.73;117979.51;162632.16;85655.56;132888.84;68739.79;70542.14
PRS6A_HUMAN;PSMC3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TCPA_HUMAN;TCP1;116613.086;0.0;56363.19;0.0;0.0;0.0;72030.23;69749.85
PTN1_HUMAN;PTPN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IBP2_HUMAN;IGFBP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL35A_HUMAN;RPL35A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ITB5_HUMAN;ITGB5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RL7_HUMAN;RPL7;0.0;0.0;0.0;94145.57;0.0;0.0;0.0;0.0
VINC_HUMAN;VCL;556330.06;509461.25;400055.9;628617.25;229610.64;525609.94;578340.0;590431.4
RL17_HUMAN;RPL17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PGAM1_HUMAN;PGAM1;493725.4;366791.6;467666.7;426867.5;188037.53;375251.94;665072.6;761628.1
RCC1_HUMAN;RCC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SDC1_HUMAN;SDC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATP5J_HUMAN;ATP5PF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K1C15_HUMAN;KRT15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K2C4_HUMAN;KRT4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AMD_HUMAN;PAM;58684.883;111464.67;61821.598;0.0;126916.586;127649.27;70559.05;116359.25
CADH2_HUMAN;CDH2;1141408.4;722443.0;452705.94;1066975.2;268732.34;550694.75;376916.8;481044.44
VCAM1_HUMAN;VCAM1;309429.66;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NUCL_HUMAN;NCL;77217.984;64461.766;41916.69;0.0;0.0;0.0;0.0;0.0
HXK1_HUMAN;HK1;0.0;0.0;0.0;0.0;0.0;0.0;89425.99;0.0
TNR1A_HUMAN;TNFRSF1A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPEE_HUMAN;SRM;65791.96;0.0;0.0;52917.965;0.0;0.0;0.0;50612.44
ITIH2_HUMAN;ITIH2;839911.3;163917.11;149169.77;195744.75;1544603.9;369611.75;438641.38;2165522.8
ITIH1_HUMAN;ITIH1;123492.1;0.0;0.0;0.0;108365.55;0.0;0.0;259083.73
FST_HUMAN;FST;104731.82;0.0;122551.52;0.0;160188.45;0.0;73557.016;0.0
TYPH_HUMAN;TYMP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TCO2_HUMAN;TCN2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANXA7_HUMAN;ANXA7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BTF3_HUMAN;BTF3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RAB6A_HUMAN;RAB6A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSB1_HUMAN;PSMB1;114761.93;123629.43;118379.945;111269.625;0.0;108672.69;103605.695;94276.234
MPRD_HUMAN;M6PR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LMNB1_HUMAN;LMNB1;69700.36;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PZP_HUMAN;PZP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MIME_HUMAN;OGN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CO5A1_HUMAN;COL5A1;3476741.0;2086108.0;789822.94;1430423.9;3165192.0;2603814.2;1217160.1;2591922.5
FILA_HUMAN;FLG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ASPG_HUMAN;AGA;0.0;0.0;56074.363;0.0;90505.73;0.0;0.0;0.0
RASA1_HUMAN;RASA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTMS_HUMAN;PTMS;174782.44;171246.03;65883.17;124978.52;75127.91;112777.26;75333.33;0.0
PRPS3_HUMAN;PRPS1L1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTN_HUMAN;PTN;81118.125;0.0;50814.016;0.0;0.0;0.0;0.0;0.0
GSTM3_HUMAN;GSTM3;0.0;0.0;0.0;0.0;0.0;0.0;107977.62;0.0
VATB2_HUMAN;ATP6V1B2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VATC1_HUMAN;ATP6V1C1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSRP1_HUMAN;CSRP1;691466.5;288116.78;203801.8;348563.38;148720.67;244194.72;292426.16;399140.78
FLNA_HUMAN;FLNA;904376.4;380454.44;255046.7;634325.4;282897.2;515881.16;498815.8;783916.9
ACOHC_HUMAN;ACO1;0.0;0.0;0.0;0.0;0.0;0.0;57461.742;0.0
SCF_HUMAN;KITLG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5NTD_HUMAN;NT5E;0.0;147222.0;92366.64;82589.25;0.0;0.0;0.0;110662.555
MK_HUMAN;MDK;0.0;0.0;115749.12;0.0;105829.59;0.0;0.0;0.0
FGF7_HUMAN;FGF7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VDAC1_HUMAN;VDAC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PGS1_HUMAN;BGN;1631984.0;530344.06;148195.9;796192.5;276623.16;209104.98;90734.66;253440.45
CD9_HUMAN;CD9;0.0;303927.2;212188.9;203332.02;171140.1;118259.836;163436.75;90255.78
COMT_HUMAN;COMT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TGM2_HUMAN;TGM2;0.0;0.0;0.0;0.0;0.0;118064.68;72604.33;106766.55
OSBP1_HUMAN;OSBP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PIMT_HUMAN;PCMT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FBRL_HUMAN;FBL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PUR2_HUMAN;GART;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PUR6_HUMAN;PAICS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;78424.08
IDS_HUMAN;IDS;0.0;94290.375;71004.26;78655.25;0.0;85953.16;0.0;75595.36
SCP2_HUMAN;SCP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UBA1_HUMAN;UBA1;100508.21;79306.18;56689.92;79821.38;0.0;51879.215;71100.17;85554.86
GPX3_HUMAN;GPX3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENPP1_HUMAN;ENPP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ROA2_HUMAN;HNRNPA2B1;100380.484;99630.73;70456.37;103941.33;83816.73;117474.19;63685.277;60078.785
CALB2_HUMAN;CALB2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IBP4_HUMAN;IGFBP4;566987.2;157475.94;155628.86;276928.62;950179.94;206213.6;536368.6;583497.8
QCR2_HUMAN;UQCRC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TGM1_HUMAN;TGM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MMP8_HUMAN;MMP8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FBLN1_HUMAN;FBLN1;528061.06;219758.06;164825.23;187221.12;693301.25;171138.83;457896.66;752528.4
TCEA1_HUMAN;TCEA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SFPQ_HUMAN;SFPQ;828166.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPIB_HUMAN;PPIB;596821.25;856056.8;800155.0;638205.2;344243.66;815231.2;768860.4;695184.44
SYWC_HUMAN;WARS1;123299.875;106261.21;100290.72;103052.3;75144.7;0.0;100020.47;109366.19
RS3_HUMAN;RPS3;145760.84;130892.65;109411.66;123253.52;0.0;0.0;95206.39;0.0
GCSH_HUMAN;GCSH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTPRG_HUMAN;PTPRG;0.0;0.0;0.0;0.0;99691.71;0.0;68441.8;84903.47
SAHH_HUMAN;AHCY;94168.58;91632.37;70606.55;85872.44;0.0;70819.38;84660.7;80636.59
COF1_HUMAN;CFL1;392498.88;720744.6;707655.25;864864.25;149604.66;637583.56;579659.7;298878.47
IF4B_HUMAN;EIF4B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
