Protein.ID;Gene;Ad_c_111 MaxLFQ Intensity;Ad_c_138 MaxLFQ Intensity;Ad_c_31 MaxLFQ Intensity;Ad_c_45 MaxLFQ Intensity;Ad_dif_111 MaxLFQ Intensity;Ad_dif_138 MaxLFQ Intensity;Ad_dif_31 MaxLFQ Intensity;Ad_dif_45 MaxLFQ Intensity
MMP7_HUMAN;MMP7;0.0;0.0;0.0;0.0;0.0;0.0;73779.766;0.0
GROA_HUMAN;CXCL1;0.0;0.0;0.0;0.0;0.0;49896.434;48658.758;55482.9
LEG1_HUMAN;LGALS1;515272.75;456736.53;317934.97;636055.25;2774878.8;4215276.0;3276299.2;3337594.5
DHPR_HUMAN;QDPR;0.0;0.0;0.0;0.0;0.0;59609.863;44798.56;0.0
HMGB1_HUMAN;HMGB1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPRC_HUMAN;SPARC;5012756.0;1043539.8;1029344.6;3943843.2;3766889.0;1080058.1;709999.1;1715210.1
GSTM1_HUMAN;GSTM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TPM1_HUMAN;TPM1;172578.92;0.0;0.0;0.0;249233.61;0.0;0.0;376974.72
CLCA_HUMAN;CLTA;0.0;0.0;0.0;0.0;0.0;55985.523;61092.68;54105.027
CLCB_HUMAN;CLTB;0.0;0.0;0.0;0.0;67584.03;100642.42;86497.35;88147.89
ANXA4_HUMAN;ANXA4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
INHBB_HUMAN;INHBB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMOX1_HUMAN;HMOX1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSF1_HUMAN;CSF1;241055.0;110970.26;0.0;169889.84;557848.75;235424.84;393509.72;192755.89
PGFRB_HUMAN;PDGFRB;69490.586;0.0;0.0;0.0;0.0;64206.152;104272.24;65227.164
DLDH_HUMAN;DLD;67923.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ROA1_HUMAN;HNRNPA1;88009.86;0.0;151866.23;0.0;0.0;107118.3;95289.91;57429.805
CATH_HUMAN;CTSH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1S_HUMAN;C1S;819290.44;576394.4;1128887.9;797021.6;1506984.9;502721.78;778304.06;641701.56
PARP1_HUMAN;PARP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UCHL1_HUMAN;UCHL1;56832.316;0.0;0.0;89705.69;95403.56;113956.57;97710.45;124603.57
LKHA4_HUMAN;LTA4H;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40428.258
ALDOC_HUMAN;ALDOC;0.0;0.0;0.0;0.0;0.0;181225.95;0.0;291200.53
CO4A_HUMAN;C4A;0.0;0.0;0.0;0.0;0.0;40635.168;0.0;56157.258
H2AZ_HUMAN;H2AZ1;73301.13;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ELFN1_HUMAN;ELFN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
POTEJ_HUMAN;POTEJ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAA1_HUMAN;SAA1;0.0;0.0;0.0;0.0;0.0;0.0;70214.33;0.0
SAA2_HUMAN;SAA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HS71A_HUMAN;HSPA1A;30120.867;0.0;0.0;0.0;0.0;58062.316;59120.945;59101.223
CALM1_HUMAN;CALM1;166114.75;95478.86;193812.1;141707.69;269328.06;341636.88;345840.38;347379.38
SRGN_HUMAN;SRGN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IL8_HUMAN;CXCL8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RO60_HUMAN;RO60;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRB4_HUMAN;PRB4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LYAG_HUMAN;GAA;0.0;0.0;0.0;75410.63;103965.12;99858.09;85913.555;109483.48
RRAS_HUMAN;RRAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
H14_HUMAN;H1-4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OSTP_HUMAN;SPP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTPRF_HUMAN;PTPRF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THIO_HUMAN;TXN;156162.81;120305.15;150167.23;160021.48;237154.78;313996.56;304620.2;318890.06
COX5B_HUMAN;COX5B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPGB_HUMAN;CTSA;87938.36;0.0;60020.02;77235.94;100848.61;138218.16;128548.43;133055.94
CO7_HUMAN;C7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KAP0_HUMAN;PRKAR1A;0.0;0.0;0.0;0.0;0.0;0.0;42682.4;0.0
TFPI1_HUMAN;TFPI;0.0;0.0;0.0;0.0;80331.85;0.0;0.0;0.0
KIT_HUMAN;KIT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ESTD_HUMAN;ESD;0.0;0.0;0.0;0.0;0.0;37792.56;0.0;0.0
CH60_HUMAN;HSPD1;0.0;0.0;58207.824;0.0;0.0;0.0;0.0;0.0
THB_HUMAN;THRB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CLUS_HUMAN;CLU;714319.4;748274.94;679009.44;1346032.0;230720.2;288556.62;436559.3;291599.34
HPLN1_HUMAN;HAPLN1;251432.64;0.0;0.0;115286.13;84838.234;0.0;0.0;67129.65
BIP_HUMAN;HSPA5;116207.61;0.0;96250.3;121993.16;81913.305;175146.77;237993.06;118755.445
LAMC1_HUMAN;LAMC1;236537.31;153079.75;180136.02;276055.62;326433.44;196000.48;329542.75;266041.25
PPAL_HUMAN;ACP2;0.0;0.0;0.0;0.0;0.0;37782.914;0.0;37112.62
HSP7C_HUMAN;HSPA8;97008.41;0.0;173259.05;102399.51;99850.125;260063.73;250450.69;195595.52
GTR1_HUMAN;SLC2A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GTR3_HUMAN;SLC2A3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PYGB_HUMAN;PYGB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RALA_HUMAN;RALA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BCR_HUMAN;BCR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAMP1_HUMAN;LAMP1;216390.31;113657.73;64310.273;156434.34;203533.48;300760.88;189948.03;250576.61
FGFR1_HUMAN;FGFR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
G6PD_HUMAN;G6PD;0.0;0.0;0.0;0.0;0.0;0.0;39970.24;0.0
UBL4A_HUMAN;UBL4A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSG1_HUMAN;PSG1;39581.77;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1TC_HUMAN;MTHFD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MPRI_HUMAN;IGF2R;0.0;0.0;0.0;0.0;0.0;0.0;50214.566;0.0
ADHX_HUMAN;ADH5;0.0;0.0;0.0;0.0;0.0;139568.48;128519.914;108608.67
PCNA_HUMAN;PCNA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYHC_HUMAN;HARS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COBA1_HUMAN;COL11A1;58485.94;0.0;0.0;61192.113;194224.81;40220.62;0.0;100485.19
CO6A1_HUMAN;COL6A1;4184092.8;1386854.4;1250779.0;1853662.9;6430521.5;2003141.6;2444681.8;1668158.6
CO6A2_HUMAN;COL6A2;598762.9;458275.03;531866.44;638946.4;976678.94;599793.75;1062793.5;675824.4
CO6A3_HUMAN;COL6A3;212171.55;216474.53;318743.6;256973.6;510183.62;444368.94;1111643.9;566189.8
ADT3_HUMAN;SLC25A6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FA5_HUMAN;F5;0.0;0.0;0.0;0.0;0.0;49154.957;0.0;0.0
IMDH2_HUMAN;IMPDH2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TPR_HUMAN;TPR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTHR_HUMAN;PTHLH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PIP_HUMAN;PIP;324195.03;177536.08;226961.72;188766.27;350159.53;178961.92;307337.28;203111.7
KCRB_HUMAN;CKB;0.0;0.0;71766.18;0.0;0.0;0.0;0.0;132704.58
ACTN1_HUMAN;ACTN1;0.0;0.0;0.0;0.0;0.0;63364.117;97842.08;115706.95
ACE_HUMAN;ACE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PEPD_HUMAN;PEPD;0.0;0.0;0.0;0.0;0.0;53532.453;0.0;55708.125
XRCC6_HUMAN;XRCC6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
XRCC5_HUMAN;XRCC5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAMP2_HUMAN;LAMP2;81059.125;0.0;0.0;0.0;82009.05;53517.332;117590.22;106832.66
RINI_HUMAN;RNH1;0.0;0.0;0.0;0.0;0.0;102218.95;109886.73;78682.09
BMP1_HUMAN;BMP1;86847.77;0.0;0.0;67550.52;105505.0;57214.566;60628.82;63188.703
CCL2_HUMAN;CCL2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SCG2_HUMAN;SCG2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NCAM1_HUMAN;NCAM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSPG2_HUMAN;VCAN;145509.67;109629.8;0.0;165008.83;116566.74;92571.25;176624.55;168643.89
ITA4_HUMAN;ITGA4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EF2_HUMAN;EEF2;99452.27;0.0;156553.62;0.0;0.0;0.0;0.0;54035.21
K1C13_HUMAN;KRT13;0.0;41778.51;0.0;0.0;0.0;0.0;0.0;0.0
K2C5_HUMAN;KRT5;336174.38;266613.5;228662.72;240013.47;298930.94;258418.2;420411.1;381421.78
PDIA4_HUMAN;PDIA4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
P4HA1_HUMAN;P4HA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPA5_HUMAN;ACP5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TCTP_HUMAN;TPT1;0.0;0.0;0.0;0.0;0.0;61513.453;62737.543;77033.5
HEM2_HUMAN;ALAD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PLST_HUMAN;PLS3;0.0;0.0;0.0;0.0;0.0;188872.0;0.0;112785.62
ACPH_HUMAN;APEH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ETFA_HUMAN;ETFA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KAP2_HUMAN;PRKAR2A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COBA2_HUMAN;COL11A2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MIF_HUMAN;MIF;537953.44;818149.7;574635.4;742487.7;1314710.9;2540527.8;1857732.4;1574820.2
CD99_HUMAN;CD99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HGF_HUMAN;HGF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GLU2B_HUMAN;PRKCSH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FPPS_HUMAN;FDPS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CBPM_HUMAN;CPM;0.0;0.0;0.0;0.0;70483.125;82169.55;107814.67;78998.62
CX7A2_HUMAN;COX7A2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NID1_HUMAN;NID1;272478.16;143266.25;139677.98;222908.78;988843.94;153467.56;252623.62;329338.4
AK1A1_HUMAN;AKR1A1;88808.695;0.0;0.0;0.0;124051.56;264650.75;176374.11;223823.36
KPYM_HUMAN;PKM;97893.84;101676.57;99080.39;97420.06;127349.266;352547.5;384356.44;231938.78
ENPL_HUMAN;HSP90B1;0.0;0.0;215073.11;0.0;0.0;0.0;0.0;0.0
RSMB_HUMAN;SNRPB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IDE_HUMAN;IDE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CX6B1_HUMAN;COX6B1;0.0;0.0;0.0;0.0;0.0;84062.94;58499.258;0.0
HNRPL_HUMAN;HNRNPL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYDC_HUMAN;DARS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PLAK_HUMAN;JUP;0.0;66196.54;0.0;0.0;69689.91;0.0;53190.02;50065.004
LIF_HUMAN;LIF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FABP4_HUMAN;FABP4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ALDR_HUMAN;AKR1B1;0.0;0.0;0.0;0.0;0.0;0.0;68588.2;0.0
AMPN_HUMAN;ANPEP;188339.23;102346.89;132428.22;99519.93;244942.34;289911.8;300235.5;264298.78
PVR_HUMAN;PVR;81452.77;0.0;0.0;42922.15;64924.68;43294.28;48658.86;53085.625
RAC2_HUMAN;RAC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ERF3A_HUMAN;GSPT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARSA_HUMAN;ARSA;0.0;0.0;0.0;0.0;0.0;86658.125;76442.86;126764.266
B4GT1_HUMAN;B4GALT1;119515.35;84512.914;67185.1;102659.6;134059.72;155333.36;129881.11;128447.234
EZRI_HUMAN;EZR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UCHL3_HUMAN;UCHL3;0.0;0.0;0.0;0.0;0.0;93215.08;77878.586;78488.15
AREG_HUMAN;AREG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MCP_HUMAN;CD46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NDKA_HUMAN;NME1;0.0;0.0;0.0;63494.355;0.0;158097.9;78796.88;155282.94
NQO1_HUMAN;NQO1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GNS_HUMAN;GNS;81266.125;0.0;0.0;0.0;0.0;133120.34;70730.4;143971.03
ARSB_HUMAN;ARSB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS2_HUMAN;RPS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DESP_HUMAN;DSP;101046.6;0.0;0.0;0.0;151066.38;79608.01;86752.93;103299.96
RFA2_HUMAN;RPA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TIMP2_HUMAN;TIMP2;1119945.1;454362.5;760962.8;1053724.8;2351182.0;1137620.9;1499981.9;1030208.8
CD44_HUMAN;CD44;238661.8;132431.89;134652.08;0.0;228728.25;188260.45;258703.55;153283.44
NQO2_HUMAN;NQO2;63855.254;0.0;0.0;0.0;69097.42;112754.85;90669.15;43322.418
H2AX_HUMAN;H2AX;60677.04;113621.61;0.0;0.0;0.0;0.0;0.0;0.0
PGCA_HUMAN;ACAN;0.0;0.0;0.0;89712.47;0.0;0.0;91052.8;114235.35
CBR1_HUMAN;CBR1;0.0;0.0;0.0;0.0;0.0;197672.0;164786.36;140882.72
PGFRA_HUMAN;PDGFRA;0.0;0.0;0.0;0.0;106066.05;70436.99;102557.516;63159.918
BGAL_HUMAN;GLB1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
H15_HUMAN;H1-5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
H12_HUMAN;H1-2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CBPE_HUMAN;CPE;67334.04;59350.016;0.0;0.0;89265.1;59590.2;0.0;0.0
FAAA_HUMAN;FAH;0.0;0.0;0.0;0.0;0.0;56116.72;54943.01;0.0
STMN1_HUMAN;STMN1;0.0;0.0;0.0;0.0;110655.96;129012.36;138907.62;98964.055
YBOX3_HUMAN;YBX3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NAGAB_HUMAN;NAGA;47563.082;0.0;0.0;0.0;0.0;45690.582;39634.953;42378.727
HMGA1_HUMAN;HMGA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AATC_HUMAN;GOT1;58320.555;0.0;0.0;0.0;0.0;65644.23;58393.477;67491.98
ITA2_HUMAN;ITGA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CXA1_HUMAN;GJA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANPRC_HUMAN;NPR3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ASM_HUMAN;SMPD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KAPCA_HUMAN;PRKACA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAN2_HUMAN;CAPN2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DESM_HUMAN;DES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HLAG_HUMAN;HLA-G;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PYRG1_HUMAN;CTPS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EGLN_HUMAN;ENG;100144.32;0.0;0.0;94225.71;116936.22;0.0;72352.13;82082.16
PFKAL_HUMAN;PFKL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAP3_HUMAN;GM2A;102274.95;73429.39;0.0;0.0;166459.34;124243.1;125400.586;103573.86
LEG3_HUMAN;LGALS3;327796.25;100295.98;80090.44;241405.75;643926.5;1359443.1;666396.1;928505.0
IBP3_HUMAN;IGFBP3;0.0;0.0;0.0;0.0;0.0;125158.22;0.0;0.0
VGFR1_HUMAN;FLT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRS6A_HUMAN;PSMC3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TCPA_HUMAN;TCP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTN1_HUMAN;PTPN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IBP2_HUMAN;IGFBP2;0.0;0.0;0.0;0.0;530422.6;117256.29;521356.2;128673.28
RL35A_HUMAN;RPL35A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ITB5_HUMAN;ITGB5;0.0;0.0;0.0;0.0;44668.242;0.0;0.0;0.0
RL7_HUMAN;RPL7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VINC_HUMAN;VCL;0.0;0.0;0.0;0.0;0.0;173763.5;165934.14;243947.25
RL17_HUMAN;RPL17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PGAM1_HUMAN;PGAM1;194637.92;153191.19;191897.28;118758.83;202578.89;308506.66;281444.06;357769.03
RCC1_HUMAN;RCC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SDC1_HUMAN;SDC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATP5J_HUMAN;ATP5PF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K1C15_HUMAN;KRT15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K2C4_HUMAN;KRT4;0.0;0.0;0.0;0.0;0.0;0.0;128124.7;103143.125
AMD_HUMAN;PAM;65884.766;0.0;0.0;0.0;127044.664;90537.19;116649.01;75266.09
CADH2_HUMAN;CDH2;109461.56;0.0;0.0;0.0;74349.17;66080.414;0.0;44272.215
VCAM1_HUMAN;VCAM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NUCL_HUMAN;NCL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HXK1_HUMAN;HK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TNR1A_HUMAN;TNFRSF1A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPEE_HUMAN;SRM;0.0;0.0;0.0;0.0;0.0;43804.875;36522.84;0.0
ITIH2_HUMAN;ITIH2;0.0;0.0;0.0;0.0;113403.3;82793.78;127445.47;121625.1
ITIH1_HUMAN;ITIH1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FST_HUMAN;FST;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TYPH_HUMAN;TYMP;0.0;0.0;0.0;0.0;0.0;73025.125;52185.594;0.0
TCO2_HUMAN;TCN2;59214.926;0.0;0.0;0.0;80597.73;0.0;0.0;0.0
ANXA7_HUMAN;ANXA7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BTF3_HUMAN;BTF3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RAB6A_HUMAN;RAB6A;0.0;0.0;0.0;0.0;0.0;55382.016;45960.535;59041.953
PSB1_HUMAN;PSMB1;112716.08;0.0;0.0;0.0;120078.17;50209.492;49684.38;118927.82
MPRD_HUMAN;M6PR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LMNB1_HUMAN;LMNB1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PZP_HUMAN;PZP;0.0;0.0;0.0;0.0;0.0;103660.71;0.0;0.0
MIME_HUMAN;OGN;92707.734;122296.13;168763.62;215905.84;106197.164;46913.332;61882.7;58507.25
CO5A1_HUMAN;COL5A1;1456041.0;497193.78;617336.5;1006520.56;1533712.5;477558.03;493796.5;589429.7
FILA_HUMAN;FLG;13481.348;0.0;0.0;0.0;15220.3545;10370.298;15288.961;0.0
ASPG_HUMAN;AGA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RASA1_HUMAN;RASA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTMS_HUMAN;PTMS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRPS3_HUMAN;PRPS1L1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTN_HUMAN;PTN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GSTM3_HUMAN;GSTM3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VATB2_HUMAN;ATP6V1B2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VATC1_HUMAN;ATP6V1C1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSRP1_HUMAN;CSRP1;0.0;0.0;0.0;0.0;104062.5;156998.97;148316.2;109917.8
FLNA_HUMAN;FLNA;149804.42;135238.42;119325.14;182445.12;279030.7;218827.62;282752.97;357972.12
ACOHC_HUMAN;ACO1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SCF_HUMAN;KITLG;140828.95;0.0;0.0;0.0;108649.49;0.0;0.0;0.0
5NTD_HUMAN;NT5E;77881.02;0.0;114709.91;69348.69;71384.83;77565.71;66860.33;78340.03
MK_HUMAN;MDK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FGF7_HUMAN;FGF7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VDAC1_HUMAN;VDAC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PGS1_HUMAN;BGN;262634.72;184760.34;0.0;202303.84;151545.16;0.0;0.0;114825.125
CD9_HUMAN;CD9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COMT_HUMAN;COMT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TGM2_HUMAN;TGM2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OSBP1_HUMAN;OSBP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PIMT_HUMAN;PCMT1;0.0;0.0;0.0;0.0;0.0;135373.06;110248.31;113047.06
FBRL_HUMAN;FBL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PUR2_HUMAN;GART;0.0;0.0;0.0;0.0;0.0;38415.484;26726.713;0.0
PUR6_HUMAN;PAICS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IDS_HUMAN;IDS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SCP2_HUMAN;SCP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UBA1_HUMAN;UBA1;0.0;0.0;0.0;0.0;0.0;67813.555;52229.754;0.0
GPX3_HUMAN;GPX3;59901.62;0.0;0.0;0.0;213376.78;77037.54;114024.24;98875.16
ENPP1_HUMAN;ENPP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ROA2_HUMAN;HNRNPA2B1;79183.26;0.0;135180.44;81347.34;92124.016;179099.47;171219.6;122697.52
CALB2_HUMAN;CALB2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IBP4_HUMAN;IGFBP4;312087.3;157719.6;0.0;325382.44;1315054.8;1045970.6;2054736.1;672818.0
QCR2_HUMAN;UQCRC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TGM1_HUMAN;TGM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MMP8_HUMAN;MMP8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FBLN1_HUMAN;FBLN1;856744.2;970591.1;453176.6;1288982.0;5012317.5;1521797.4;1109844.4;2428381.8
TCEA1_HUMAN;TCEA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SFPQ_HUMAN;SFPQ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPIB_HUMAN;PPIB;550193.94;171891.78;264852.44;328289.2;405339.72;262133.03;308165.75;707560.2
SYWC_HUMAN;WARS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS3_HUMAN;RPS3;0.0;0.0;0.0;0.0;0.0;76221.09;74747.16;65564.84
GCSH_HUMAN;GCSH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTPRG_HUMAN;PTPRG;63273.992;0.0;0.0;0.0;107349.68;83026.53;114237.54;72700.23
SAHH_HUMAN;AHCY;0.0;0.0;0.0;0.0;0.0;32888.562;0.0;0.0
COF1_HUMAN;CFL1;66052.17;0.0;181698.08;68442.02;174238.42;594853.75;478814.1;355703.75
IF4B_HUMAN;EIF4B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AT2B4_HUMAN;ATP2B4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAMA2_HUMAN;LAMA2;0.0;0.0;0.0;110868.164;125368.91;107792.99;184751.72;150536.88
MMP11_HUMAN;MMP11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RAE1_HUMAN;CHM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CRHBP_HUMAN;CRHBP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EF1B_HUMAN;EEF1B2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IBP6_HUMAN;IGFBP6;346200.78;217545.08;202808.66;476095.16;517891.0;308616.94;841094.56;209804.25
IBP5_HUMAN;IGFBP5;0.0;0.0;0.0;67660.484;0.0;0.0;76023.19;0.0
PPAC_HUMAN;ACP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TENA_HUMAN;TNC;82479.89;69316.61;174832.12;74371.266;129692.27;116920.836;308402.84;94640.64
MYL9_HUMAN;MYL9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MCM3_HUMAN;MCM3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
