Protein.ID;Gene;Ost_c_1111 MaxLFQ Intensity;Ost_c_12 MaxLFQ Intensity;Ost_c_20 MaxLFQ Intensity;Ost_c_22 MaxLFQ Intensity;Ost_dif_1111 MaxLFQ Intensity;Ost_dif_12 MaxLFQ Intensity;Ost_dif_20 MaxLFQ Intensity;Ost_dif_22 MaxLFQ Intensity
HMGB1_HUMAN;HMGB1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPRC_HUMAN;SPARC;510434.8;432297.3;5394711.5;3100378.5;730599.5;475256.66;2589592.0;1688397.2
GSTM1_HUMAN;GSTM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TPM1_HUMAN;TPM1;0.0;0.0;58101.742;107801.375;66354.766;0.0;105394.4;0.0
CLCA_HUMAN;CLTA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CLCB_HUMAN;CLTB;0.0;0.0;0.0;0.0;53067.344;0.0;0.0;0.0
ANXA4_HUMAN;ANXA4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
INHBB_HUMAN;INHBB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HMOX1_HUMAN;HMOX1;0.0;0.0;39655.855;54300.613;0.0;0.0;0.0;0.0
CSF1_HUMAN;CSF1;0.0;0.0;186700.12;231882.75;0.0;0.0;217840.44;208604.89
PGFRB_HUMAN;PDGFRB;0.0;0.0;0.0;0.0;129316.234;0.0;136775.56;0.0
DLDH_HUMAN;DLD;0.0;0.0;123940.88;0.0;0.0;0.0;0.0;0.0
ROA1_HUMAN;HNRNPA1;88455.45;0.0;0.0;0.0;0.0;116981.68;0.0;61204.71
CATH_HUMAN;CTSH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1S_HUMAN;C1S;625126.1;818677.5;493516.3;920051.0;528770.6;783059.2;401422.94;493788.84
PARP1_HUMAN;PARP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UCHL1_HUMAN;UCHL1;0.0;0.0;65378.957;88583.97;0.0;0.0;88350.39;72453.95
LKHA4_HUMAN;LTA4H;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ALDOC_HUMAN;ALDOC;0.0;0.0;0.0;321312.12;0.0;0.0;0.0;0.0
CO4A_HUMAN;C4A;0.0;0.0;82124.7;171872.7;70249.58;99222.6;75751.1;76123.055
H2AZ_HUMAN;H2AZ1;0.0;0.0;45230.85;0.0;0.0;0.0;0.0;0.0
ELFN1_HUMAN;ELFN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
POTEJ_HUMAN;POTEJ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAA1_HUMAN;SAA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAA2_HUMAN;SAA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HS71A_HUMAN;HSPA1A;0.0;0.0;0.0;64568.695;0.0;0.0;0.0;0.0
CALM1_HUMAN;CALM1;0.0;0.0;147207.31;366996.94;115348.6;104151.39;153777.3;165693.25
SRGN_HUMAN;SRGN;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IL8_HUMAN;CXCL8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RO60_HUMAN;RO60;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRB4_HUMAN;PRB4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LYAG_HUMAN;GAA;0.0;0.0;0.0;80441.28;142115.94;0.0;0.0;79312.41
RRAS_HUMAN;RRAS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
H14_HUMAN;H1-4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OSTP_HUMAN;SPP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTPRF_HUMAN;PTPRF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THIO_HUMAN;TXN;0.0;159776.75;155694.81;295611.72;132406.78;0.0;166809.84;165032.27
COX5B_HUMAN;COX5B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPGB_HUMAN;CTSA;0.0;0.0;145221.89;384832.7;118381.57;201010.69;143868.38;154651.25
CO7_HUMAN;C7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KAP0_HUMAN;PRKAR1A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TFPI1_HUMAN;TFPI;0.0;0.0;0.0;0.0;103350.695;95839.61;0.0;115365.29
KIT_HUMAN;KIT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ESTD_HUMAN;ESD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CH60_HUMAN;HSPD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
THB_HUMAN;THRB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CLUS_HUMAN;CLU;339982.9;322065.72;90561.0;606030.4;192911.17;270649.4;108608.75;244072.27
HPLN1_HUMAN;HAPLN1;0.0;141728.17;49639.734;111813.38;0.0;116222.375;0.0;0.0
BIP_HUMAN;HSPA5;244707.62;227705.8;99150.1;165153.48;112587.25;177845.2;0.0;86451.234
LAMC1_HUMAN;LAMC1;228010.14;164587.05;138525.1;306732.38;231528.55;303552.34;278817.7;343813.28
PPAL_HUMAN;ACP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HSP7C_HUMAN;HSPA8;195503.92;306994.53;120515.01;315253.5;125229.17;200368.38;131082.31;140310.81
GTR1_HUMAN;SLC2A1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GTR3_HUMAN;SLC2A3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PYGB_HUMAN;PYGB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RALA_HUMAN;RALA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BCR_HUMAN;BCR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAMP1_HUMAN;LAMP1;194301.67;0.0;294467.97;574850.25;0.0;0.0;218433.45;241239.47
FGFR1_HUMAN;FGFR1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
G6PD_HUMAN;G6PD;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UBL4A_HUMAN;UBL4A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSG1_HUMAN;PSG1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C1TC_HUMAN;MTHFD1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MPRI_HUMAN;IGF2R;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ADHX_HUMAN;ADH5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PCNA_HUMAN;PCNA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYHC_HUMAN;HARS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COBA1_HUMAN;COL11A1;0.0;0.0;198216.97;142901.77;124036.625;165916.88;364302.5;316656.78
CO6A1_HUMAN;COL6A1;556986.94;712296.44;1348147.5;2424153.2;299503.88;609562.44;1877862.0;1432625.2
CO6A2_HUMAN;COL6A2;590240.0;580829.3;468839.22;1403203.4;298160.6;701429.6;1074718.1;1095815.5
CO6A3_HUMAN;COL6A3;827749.06;692669.7;440456.22;1875379.2;396872.88;841211.75;1316121.4;1413281.0
ADT3_HUMAN;SLC25A6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FA5_HUMAN;F5;0.0;0.0;55224.09;84532.586;0.0;0.0;111811.77;110433.92
IMDH2_HUMAN;IMPDH2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TPR_HUMAN;TPR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTHR_HUMAN;PTHLH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PIP_HUMAN;PIP;0.0;0.0;250816.4;299534.5;0.0;0.0;164597.9;183555.52
KCRB_HUMAN;CKB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ACTN1_HUMAN;ACTN1;297630.5;527470.9;0.0;202776.19;169460.19;146097.12;193527.02;273272.72
ACE_HUMAN;ACE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PEPD_HUMAN;PEPD;0.0;0.0;0.0;77913.984;0.0;0.0;0.0;0.0
XRCC6_HUMAN;XRCC6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
XRCC5_HUMAN;XRCC5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAMP2_HUMAN;LAMP2;0.0;0.0;109865.234;192256.95;0.0;0.0;121265.35;178800.33
RINI_HUMAN;RNH1;0.0;0.0;100419.11;0.0;0.0;0.0;115639.57;0.0
BMP1_HUMAN;BMP1;0.0;0.0;89906.72;102014.89;92030.43;96184.05;124173.234;129078.87
CCL2_HUMAN;CCL2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SCG2_HUMAN;SCG2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NCAM1_HUMAN;NCAM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSPG2_HUMAN;VCAN;0.0;0.0;160386.84;0.0;131808.27;0.0;276367.34;373090.88
ITA4_HUMAN;ITGA4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EF2_HUMAN;EEF2;0.0;0.0;121984.23;99592.945;94859.53;0.0;0.0;199623.55
K1C13_HUMAN;KRT13;0.0;0.0;0.0;0.0;0.0;136651.45;0.0;0.0
K2C5_HUMAN;KRT5;289272.7;569503.4;257588.9;648138.06;236966.12;448412.12;198274.53;271276.2
PDIA4_HUMAN;PDIA4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
P4HA1_HUMAN;P4HA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPA5_HUMAN;ACP5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TCTP_HUMAN;TPT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HEM2_HUMAN;ALAD;0.0;0.0;59026.227;87404.19;0.0;0.0;56175.203;89189.05
PLST_HUMAN;PLS3;0.0;0.0;0.0;206389.95;0.0;0.0;0.0;0.0
ACPH_HUMAN;APEH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ETFA_HUMAN;ETFA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
KAP2_HUMAN;PRKAR2A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COBA2_HUMAN;COL11A2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MIF_HUMAN;MIF;0.0;0.0;764748.75;864421.94;0.0;0.0;477561.78;520107.28
CD99_HUMAN;CD99;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HGF_HUMAN;HGF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GLU2B_HUMAN;PRKCSH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FPPS_HUMAN;FDPS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CBPM_HUMAN;CPM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CX7A2_HUMAN;COX7A2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NID1_HUMAN;NID1;361580.75;140249.5;120057.31;209796.05;174500.06;221076.19;211704.77;202102.4
AK1A1_HUMAN;AKR1A1;0.0;0.0;128740.195;117965.97;0.0;0.0;138908.16;88737.805
KPYM_HUMAN;PKM;133267.53;118922.48;200871.23;405278.88;112831.67;193923.12;147585.06;158488.95
ENPL_HUMAN;HSP90B1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RSMB_HUMAN;SNRPB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IDE_HUMAN;IDE;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CX6B1_HUMAN;COX6B1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HNRPL_HUMAN;HNRNPL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SYDC_HUMAN;DARS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PLAK_HUMAN;JUP;0.0;115560.87;41869.086;78365.57;0.0;0.0;0.0;0.0
LIF_HUMAN;LIF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FABP4_HUMAN;FABP4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ALDR_HUMAN;AKR1B1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AMPN_HUMAN;ANPEP;0.0;153943.12;133901.53;307187.4;85338.97;192882.11;168023.3;206920.6
PVR_HUMAN;PVR;0.0;0.0;0.0;43538.574;0.0;0.0;0.0;0.0
RAC2_HUMAN;RAC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ERF3A_HUMAN;GSPT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ARSA_HUMAN;ARSA;0.0;0.0;79997.984;104900.02;0.0;0.0;119805.79;126313.336
B4GT1_HUMAN;B4GALT1;0.0;0.0;117419.59;197816.88;0.0;0.0;120564.59;108015.93
EZRI_HUMAN;EZR;81814.25;144688.62;0.0;54381.812;89900.22;95478.44;70895.305;118301.39
UCHL3_HUMAN;UCHL3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AREG_HUMAN;AREG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MCP_HUMAN;CD46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NDKA_HUMAN;NME1;0.0;0.0;63665.055;144826.7;0.0;0.0;0.0;0.0
NQO1_HUMAN;NQO1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GNS_HUMAN;GNS;174927.62;298351.84;78558.51;116027.07;84858.97;191014.33;109713.95;93871.92
ARSB_HUMAN;ARSB;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS2_HUMAN;RPS2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DESP_HUMAN;DSP;0.0;104187.24;116837.43;129529.42;82914.59;157943.14;0.0;0.0
RFA2_HUMAN;RPA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TIMP2_HUMAN;TIMP2;1024162.94;997300.7;925591.9;1810879.9;890958.0;881176.1;687213.3;766223.7
CD44_HUMAN;CD44;0.0;455913.7;174055.81;233058.0;90831.586;0.0;153729.75;127665.195
NQO2_HUMAN;NQO2;0.0;0.0;57580.734;62703.88;0.0;0.0;85886.09;0.0
H2AX_HUMAN;H2AX;0.0;0.0;78004.55;94914.266;0.0;0.0;0.0;78810.24
PGCA_HUMAN;ACAN;308711.1;169728.69;92167.484;122971.82;114903.57;108061.58;224444.88;363977.44
CBR1_HUMAN;CBR1;0.0;0.0;137805.84;119542.3;0.0;0.0;0.0;0.0
PGFRA_HUMAN;PDGFRA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BGAL_HUMAN;GLB1;0.0;0.0;82973.9;131445.39;92932.46;0.0;119919.45;124646.04
H15_HUMAN;H1-5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
H12_HUMAN;H1-2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CBPE_HUMAN;CPE;0.0;0.0;0.0;92547.11;0.0;0.0;0.0;85289.59
FAAA_HUMAN;FAH;0.0;0.0;73736.76;0.0;0.0;0.0;0.0;88148.98
STMN1_HUMAN;STMN1;0.0;161459.23;0.0;105871.63;129560.77;0.0;0.0;108854.28
YBOX3_HUMAN;YBX3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
NAGAB_HUMAN;NAGA;0.0;0.0;0.0;0.0;88469.71;0.0;0.0;77210.78
HMGA1_HUMAN;HMGA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AATC_HUMAN;GOT1;0.0;0.0;87945.78;120419.445;0.0;0.0;0.0;102425.1
ITA2_HUMAN;ITGA2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CXA1_HUMAN;GJA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ANPRC_HUMAN;NPR3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;105734.516
ASM_HUMAN;SMPD1;0.0;0.0;0.0;60226.547;0.0;0.0;72998.24;114540.51
KAPCA_HUMAN;PRKACA;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CAN2_HUMAN;CAPN2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
DESM_HUMAN;DES;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HLAG_HUMAN;HLA-G;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PYRG1_HUMAN;CTPS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EGLN_HUMAN;ENG;0.0;0.0;93750.68;91768.18;0.0;0.0;128882.39;0.0
PFKAL_HUMAN;PFKL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SAP3_HUMAN;GM2A;0.0;0.0;96702.21;209186.61;98687.44;0.0;146527.45;132232.2
LEG3_HUMAN;LGALS3;0.0;0.0;449133.9;866165.2;86185.734;112030.82;316270.3;389544.78
IBP3_HUMAN;IGFBP3;217114.23;424977.94;0.0;0.0;104982.39;204532.36;0.0;0.0
VGFR1_HUMAN;FLT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRS6A_HUMAN;PSMC3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TCPA_HUMAN;TCP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTN1_HUMAN;PTPN1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IBP2_HUMAN;IGFBP2;0.0;0.0;0.0;0.0;244785.67;0.0;442519.66;297868.56
RL35A_HUMAN;RPL35A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ITB5_HUMAN;ITGB5;0.0;0.0;0.0;71819.13;0.0;0.0;66630.375;0.0
RL7_HUMAN;RPL7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VINC_HUMAN;VCL;368167.03;341879.97;118385.45;211086.42;175902.53;207515.39;279495.72;246328.61
RL17_HUMAN;RPL17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PGAM1_HUMAN;PGAM1;151849.27;425112.0;221378.23;359131.03;65020.562;140163.84;127186.95;153109.16
RCC1_HUMAN;RCC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SDC1_HUMAN;SDC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATP5J_HUMAN;ATP5PF;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K1C15_HUMAN;KRT15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
K2C4_HUMAN;KRT4;0.0;0.0;0.0;156901.1;0.0;84388.47;0.0;0.0
AMD_HUMAN;PAM;0.0;0.0;69912.17;146110.47;111683.914;150952.23;126804.66;151560.56
CADH2_HUMAN;CDH2;0.0;0.0;76469.14;61661.117;0.0;0.0;86575.62;0.0
VCAM1_HUMAN;VCAM1;0.0;0.0;87508.97;182951.77;85915.93;0.0;104025.2;110103.24
NUCL_HUMAN;NCL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
HXK1_HUMAN;HK1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TNR1A_HUMAN;TNFRSF1A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SPEE_HUMAN;SRM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ITIH2_HUMAN;ITIH2;72750.04;0.0;68044.12;72840.82;0.0;0.0;88819.52;97972.25
ITIH1_HUMAN;ITIH1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FST_HUMAN;FST;0.0;0.0;0.0;0.0;105086.23;0.0;0.0;0.0
TYPH_HUMAN;TYMP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TCO2_HUMAN;TCN2;0.0;0.0;53714.492;124952.516;54919.844;0.0;121241.73;95919.59
ANXA7_HUMAN;ANXA7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
BTF3_HUMAN;BTF3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RAB6A_HUMAN;RAB6A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PSB1_HUMAN;PSMB1;0.0;0.0;80349.18;131049.83;0.0;0.0;71934.086;123879.68
MPRD_HUMAN;M6PR;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LMNB1_HUMAN;LMNB1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PZP_HUMAN;PZP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MIME_HUMAN;OGN;0.0;0.0;0.0;94069.21;95007.984;130637.14;0.0;91141.21
CO5A1_HUMAN;COL5A1;929932.9;968489.3;1095286.6;869946.2;623427.3;0.0;811747.7;749582.9
FILA_HUMAN;FLG;0.0;0.0;10006.171;0.0;0.0;0.0;0.0;0.0
ASPG_HUMAN;AGA;0.0;0.0;55092.367;0.0;0.0;0.0;88507.89;89094.03
RASA1_HUMAN;RASA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTMS_HUMAN;PTMS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PRPS3_HUMAN;PRPS1L1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTN_HUMAN;PTN;0.0;0.0;0.0;0.0;65043.523;0.0;0.0;0.0
GSTM3_HUMAN;GSTM3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VATB2_HUMAN;ATP6V1B2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VATC1_HUMAN;ATP6V1C1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CSRP1_HUMAN;CSRP1;0.0;0.0;95009.48;135105.53;0.0;0.0;131771.1;90790.59
FLNA_HUMAN;FLNA;285007.25;300241.94;198417.78;410270.0;186682.28;232112.3;299699.62;286981.84
ACOHC_HUMAN;ACO1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SCF_HUMAN;KITLG;0.0;0.0;0.0;0.0;0.0;0.0;0.0;67656.84
5NTD_HUMAN;NT5E;0.0;0.0;102536.57;216614.53;0.0;0.0;83870.195;96786.695
MK_HUMAN;MDK;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FGF7_HUMAN;FGF7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
VDAC1_HUMAN;VDAC1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PGS1_HUMAN;BGN;164242.64;127089.14;572949.4;141328.64;277848.94;146480.66;252431.92;292971.1
CD9_HUMAN;CD9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COMT_HUMAN;COMT;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TGM2_HUMAN;TGM2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
OSBP1_HUMAN;OSBP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PIMT_HUMAN;PCMT1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FBRL_HUMAN;FBL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PUR2_HUMAN;GART;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PUR6_HUMAN;PAICS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IDS_HUMAN;IDS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SCP2_HUMAN;SCP2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
UBA1_HUMAN;UBA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GPX3_HUMAN;GPX3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ENPP1_HUMAN;ENPP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ROA2_HUMAN;HNRNPA2B1;125848.266;145796.5;60307.625;110969.516;88873.81;84979.21;87643.01;88104.19
CALB2_HUMAN;CALB2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IBP4_HUMAN;IGFBP4;513766.25;462842.06;453973.88;1097796.8;1205095.4;278019.7;1028208.1;1151413.1
QCR2_HUMAN;UQCRC2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TGM1_HUMAN;TGM1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MMP8_HUMAN;MMP8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
FBLN1_HUMAN;FBLN1;368728.25;114104.2;605674.3;1032092.3;661852.2;261102.84;976012.06;1072253.4
TCEA1_HUMAN;TCEA1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SFPQ_HUMAN;SFPQ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PPIB_HUMAN;PPIB;0.0;314517.7;274556.8;562754.94;113956.586;168448.38;206387.72;241838.88
SYWC_HUMAN;WARS1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
RS3_HUMAN;RPS3;0.0;0.0;83735.5;96010.29;0.0;0.0;0.0;0.0
GCSH_HUMAN;GCSH;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
PTPRG_HUMAN;PTPRG;0.0;0.0;56663.844;88768.11;0.0;0.0;100741.83;109896.93
SAHH_HUMAN;AHCY;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
COF1_HUMAN;CFL1;169980.75;501723.22;117438.11;298010.5;109307.4;189895.02;125077.02;118115.98
IF4B_HUMAN;EIF4B;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
AT2B4_HUMAN;ATP2B4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
LAMA2_HUMAN;LAMA2;0.0;0.0;0.0;53173.43;126869.04;180996.86;173299.58;190339.3
MMP11_HUMAN;MMP11;0.0;0.0;116677.0;94720.38;0.0;0.0;77356.48;0.0
RAE1_HUMAN;CHM;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
CRHBP_HUMAN;CRHBP;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
EF1B_HUMAN;EEF1B2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
IBP6_HUMAN;IGFBP6;587353.1;271538.0;177039.92;573575.5;218225.34;181627.55;174014.27;237457.98
IBP5_HUMAN;IGFBP5;0.0;0.0;0.0;0.0;84628.58;0.0;0.0;0.0
PPAC_HUMAN;ACP1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TENA_HUMAN;TNC;228531.31;382163.6;106805.17;286170.2;252095.16;310323.9;286529.4;623508.56
MYL9_HUMAN;MYL9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
MCM3_HUMAN;MCM3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ZA2G_HUMAN;AZGP1;0.0;0.0;73783.72;80767.66;0.0;0.0;92820.21;0.0
LAMA1_HUMAN;LAMA1;0.0;0.0;0.0;192404.84;113493.766;122971.34;122515.23;147862.3
RS12_HUMAN;RPS12;0.0;0.0;78481.69;0.0;0.0;0.0;0.0;0.0
DNJB1_HUMAN;DNAJB1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ATPA_HUMAN;ATP5F1A;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
